2023-01-15 12:02:59.871 669:pos-tag                DEBUG  main message
2023-01-15 12:02:59.871 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-01-15 12:03:02.008 690:pos-tag                INFO   Load Dataset
2023-01-15 12:03:02.008 694:pos-tag                INFO   Num of Class 233
2023-01-15 12:03:03.546 714:pos-tag                INFO   Finishing loading Dataset
2023-01-15 12:03:03.546 721:pos-tag                INFO   pretrained the encoder
2023-01-15 12:03:04.569 733:pos-tag                INFO   Probimg Model Parameters 179177
2023-01-15 12:03:04.570 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/graphcodebert-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=3, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='graphcodebert', model_name_or_path='microsoft/graphcodebert-base', n_gpu=1, output_dir='./pos_res_java_graph/plm/saved_graphcodebertmodels/2/layer_3', posratio=0.5, seed=914, token_config='microsoft/graphcodebert-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-01-15 12:03:04.570 178:pos-tag                INFO   save steps 1
2023-01-15 12:03:05.497 217:pos-tag                INFO   ***** Running training *****
2023-01-15 12:03:05.497 218:pos-tag                INFO     Num examples = 880
2023-01-15 12:03:05.497 219:pos-tag                INFO     Num Epochs = 5
2023-01-15 12:03:05.497 220:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-01-15 12:03:05.497 224:pos-tag                INFO     Total train batch size = 64
2023-01-15 12:03:05.497 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-01-15 12:03:05.497 231:pos-tag                INFO     Total optimization steps = 70
2023-01-15 12:03:06.671 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 12:03:06.672 352:pos-tag                INFO     Num examples = 293
