2023-06-05 12:26:00.974 676:pos-tag                DEBUG  main message
2023-06-05 12:26:00.974 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 12:26:01.770 702:pos-tag                INFO   Load Dataset
2023-06-05 12:26:01.771 706:pos-tag                INFO   Num of Class 233
2023-06-05 12:26:05.299 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 12:26:05.300 746:pos-tag                INFO   pretrained the encoder
2023-06-05 12:26:08.074 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 12:26:08.074 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=3, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/3/layer_3', posratio=0.5, seed=12, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-05 12:26:08.076 185:pos-tag                INFO   save steps 1
2023-06-05 12:26:10.283 224:pos-tag                INFO   ***** Running training *****
2023-06-05 12:26:10.284 225:pos-tag                INFO     Num examples = 880
2023-06-05 12:26:10.285 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 12:26:10.285 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-05 12:26:10.286 231:pos-tag                INFO     Total train batch size = 64
2023-06-05 12:26:10.286 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 12:26:10.286 238:pos-tag                INFO     Total optimization steps = 70
2023-06-05 12:26:11.941 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:26:11.942 359:pos-tag                INFO     Num examples = 293
2023-06-05 12:26:11.942 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:26:14.976 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:26:14.976 408:pos-tag                INFO     eval_acc = 0.0012
2023-06-05 12:26:14.977 408:pos-tag                INFO     eval_f1 = 0.0004
2023-06-05 12:26:14.977 408:pos-tag                INFO     eval_mcc = -0.0006
2023-06-05 12:26:14.977 408:pos-tag                INFO     eval_precision = 0.0013
2023-06-05 12:26:14.977 408:pos-tag                INFO     eval_recall = 0.0007
2023-06-05 12:26:14.977 300:pos-tag                INFO     ********************
2023-06-05 12:26:14.977 301:pos-tag                INFO     Best f1:0.0004
2023-06-05 12:26:14.978 302:pos-tag                INFO     ********************
2023-06-05 12:26:16.520 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-f1/model.bin
2023-06-05 12:26:17.060 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:26:17.060 359:pos-tag                INFO     Num examples = 293
2023-06-05 12:26:17.060 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:26:19.499 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:26:19.499 408:pos-tag                INFO     eval_acc = 0.0015
2023-06-05 12:26:19.499 408:pos-tag                INFO     eval_f1 = 0.0005
2023-06-05 12:26:19.499 408:pos-tag                INFO     eval_mcc = -0.0003
2023-06-05 12:26:19.499 408:pos-tag                INFO     eval_precision = 0.0017
2023-06-05 12:26:19.500 408:pos-tag                INFO     eval_recall = 0.0008
2023-06-05 12:26:19.500 300:pos-tag                INFO     ********************
2023-06-05 12:26:19.500 301:pos-tag                INFO     Best f1:0.0005
2023-06-05 12:26:19.500 302:pos-tag                INFO     ********************
2023-06-05 12:26:21.084 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-f1/model.bin
2023-06-05 12:26:21.640 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:26:21.640 359:pos-tag                INFO     Num examples = 293
2023-06-05 12:26:21.641 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:26:24.198 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:26:24.203 408:pos-tag                INFO     eval_acc = 0.0029
2023-06-05 12:26:24.204 408:pos-tag                INFO     eval_f1 = 0.0008
2023-06-05 12:26:24.204 408:pos-tag                INFO     eval_mcc = 0.0009
2023-06-05 12:26:24.204 408:pos-tag                INFO     eval_precision = 0.0026
2023-06-05 12:26:24.204 408:pos-tag                INFO     eval_recall = 0.0011
2023-06-05 12:26:24.204 300:pos-tag                INFO     ********************
2023-06-05 12:26:24.205 301:pos-tag                INFO     Best f1:0.0008
2023-06-05 12:26:24.205 302:pos-tag                INFO     ********************
2023-06-05 12:26:25.776 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-f1/model.bin
2023-06-05 12:26:25.776 322:pos-tag                INFO     ********************
2023-06-05 12:26:25.776 323:pos-tag                INFO     Best MCC:0.0009
2023-06-05 12:26:25.777 324:pos-tag                INFO     ********************
2023-06-05 12:26:27.241 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-mcc/model.bin
2023-06-05 12:26:27.786 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:26:27.787 359:pos-tag                INFO     Num examples = 293
2023-06-05 12:26:27.787 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:26:30.270 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:26:30.271 408:pos-tag                INFO     eval_acc = 0.0057
2023-06-05 12:26:30.271 408:pos-tag                INFO     eval_f1 = 0.0016
2023-06-05 12:26:30.271 408:pos-tag                INFO     eval_mcc = 0.0033
2023-06-05 12:26:30.271 408:pos-tag                INFO     eval_precision = 0.0036
2023-06-05 12:26:30.271 408:pos-tag                INFO     eval_recall = 0.0017
2023-06-05 12:26:30.271 300:pos-tag                INFO     ********************
2023-06-05 12:26:30.272 301:pos-tag                INFO     Best f1:0.0016
2023-06-05 12:26:30.272 302:pos-tag                INFO     ********************
2023-06-05 12:26:31.892 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-f1/model.bin
2023-06-05 12:26:31.892 322:pos-tag                INFO     ********************
2023-06-05 12:26:31.893 323:pos-tag                INFO     Best MCC:0.0033
2023-06-05 12:26:31.893 324:pos-tag                INFO     ********************
2023-06-05 12:26:33.417 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-mcc/model.bin
2023-06-05 12:26:33.966 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:26:33.966 359:pos-tag                INFO     Num examples = 293
2023-06-05 12:26:33.966 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:26:36.419 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:26:36.419 408:pos-tag                INFO     eval_acc = 0.0113
2023-06-05 12:26:36.419 408:pos-tag                INFO     eval_f1 = 0.0027
2023-06-05 12:26:36.419 408:pos-tag                INFO     eval_mcc = 0.0081
2023-06-05 12:26:36.420 408:pos-tag                INFO     eval_precision = 0.0064
2023-06-05 12:26:36.420 408:pos-tag                INFO     eval_recall = 0.0031
2023-06-05 12:26:36.420 300:pos-tag                INFO     ********************
2023-06-05 12:26:36.420 301:pos-tag                INFO     Best f1:0.0027
2023-06-05 12:26:36.420 302:pos-tag                INFO     ********************
2023-06-05 12:26:37.942 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-f1/model.bin
2023-06-05 12:26:37.942 322:pos-tag                INFO     ********************
2023-06-05 12:26:37.942 323:pos-tag                INFO     Best MCC:0.0081
2023-06-05 12:26:37.943 324:pos-tag                INFO     ********************
2023-06-05 12:26:39.557 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-mcc/model.bin
2023-06-05 12:26:40.102 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:26:40.103 359:pos-tag                INFO     Num examples = 293
2023-06-05 12:26:40.103 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:26:42.566 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:26:42.566 408:pos-tag                INFO     eval_acc = 0.0284
2023-06-05 12:26:42.567 408:pos-tag                INFO     eval_f1 = 0.0057
2023-06-05 12:26:42.567 408:pos-tag                INFO     eval_mcc = 0.0243
2023-06-05 12:26:42.567 408:pos-tag                INFO     eval_precision = 0.0085
2023-06-05 12:26:42.567 408:pos-tag                INFO     eval_recall = 0.0088
2023-06-05 12:26:42.567 300:pos-tag                INFO     ********************
2023-06-05 12:26:42.567 301:pos-tag                INFO     Best f1:0.0057
2023-06-05 12:26:42.567 302:pos-tag                INFO     ********************
2023-06-05 12:26:44.073 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-f1/model.bin
2023-06-05 12:26:44.073 322:pos-tag                INFO     ********************
2023-06-05 12:26:44.074 323:pos-tag                INFO     Best MCC:0.0243
2023-06-05 12:26:44.074 324:pos-tag                INFO     ********************
2023-06-05 12:26:45.591 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-mcc/model.bin
2023-06-05 12:26:46.135 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 12:26:46.135 359:pos-tag                INFO     Num examples = 293
2023-06-05 12:26:46.135 360:pos-tag                INFO     Batch size = 32
2023-06-05 12:26:48.634 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 12:26:48.634 408:pos-tag                INFO     eval_acc = 0.0487
2023-06-05 12:26:48.634 408:pos-tag                INFO     eval_f1 = 0.0086
2023-06-05 12:26:48.635 408:pos-tag                INFO     eval_mcc = 0.0425
2023-06-05 12:26:48.635 408:pos-tag                INFO     eval_precision = 0.0178
2023-06-05 12:26:48.635 408:pos-tag                INFO     eval_recall = 0.0151
2023-06-05 12:26:48.635 300:pos-tag                INFO     ********************
2023-06-05 12:26:48.635 301:pos-tag                INFO     Best f1:0.0086
2023-06-05 12:26:48.635 302:pos-tag                INFO     ********************
2023-06-05 12:26:50.182 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_3/checkpoint-best-f1/model.bin
2023-06-05 12:26:50.182 322:pos-tag                INFO     ********************
2023-06-05 12:26:50.182 323:pos-tag                INFO     Best MCC:0.0425
