2023-06-05 02:20:11.985 676:pos-tag                DEBUG  main message
2023-06-05 02:20:11.985 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 02:20:12.770 702:pos-tag                INFO   Load Dataset
2023-06-05 02:20:12.772 706:pos-tag                INFO   Num of Class 233
2023-06-05 02:20:16.391 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 02:20:16.393 746:pos-tag                INFO   pretrained the encoder
2023-06-05 02:20:19.512 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 02:20:19.512 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=8, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/2/layer_8', posratio=0.5, seed=289, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-05 02:20:19.515 185:pos-tag                INFO   save steps 1
2023-06-05 02:20:21.626 224:pos-tag                INFO   ***** Running training *****
2023-06-05 02:20:21.627 225:pos-tag                INFO     Num examples = 880
2023-06-05 02:20:21.627 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 02:20:21.627 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-05 02:20:21.627 231:pos-tag                INFO     Total train batch size = 64
2023-06-05 02:20:21.628 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 02:20:21.628 238:pos-tag                INFO     Total optimization steps = 70
2023-06-05 02:20:23.219 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:23.220 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:23.220 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:20:26.393 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:20:26.393 408:pos-tag                INFO     eval_acc = 0.0013
2023-06-05 02:20:26.394 408:pos-tag                INFO     eval_f1 = 0.0002
2023-06-05 02:20:26.394 408:pos-tag                INFO     eval_mcc = -0.0026
2023-06-05 02:20:26.394 408:pos-tag                INFO     eval_precision = 0.0014
2023-06-05 02:20:26.394 408:pos-tag                INFO     eval_recall = 0.0003
2023-06-05 02:20:26.394 300:pos-tag                INFO     ********************
2023-06-05 02:20:26.394 301:pos-tag                INFO     Best f1:0.0002
2023-06-05 02:20:26.394 302:pos-tag                INFO     ********************
2023-06-05 02:20:28.035 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:20:28.580 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:28.581 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:28.581 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:20:31.071 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:20:31.071 408:pos-tag                INFO     eval_acc = 0.0021
2023-06-05 02:20:31.072 408:pos-tag                INFO     eval_f1 = 0.0003
2023-06-05 02:20:31.072 408:pos-tag                INFO     eval_mcc = -0.0029
2023-06-05 02:20:31.072 408:pos-tag                INFO     eval_precision = 0.0024
2023-06-05 02:20:31.072 408:pos-tag                INFO     eval_recall = 0.0003
2023-06-05 02:20:31.072 300:pos-tag                INFO     ********************
2023-06-05 02:20:31.072 301:pos-tag                INFO     Best f1:0.0003
2023-06-05 02:20:31.073 302:pos-tag                INFO     ********************
2023-06-05 02:20:32.608 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:20:33.152 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:33.153 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:33.158 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:20:35.644 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:20:35.645 408:pos-tag                INFO     eval_acc = 0.0042
2023-06-05 02:20:35.645 408:pos-tag                INFO     eval_f1 = 0.0005
2023-06-05 02:20:35.645 408:pos-tag                INFO     eval_mcc = -0.0038
2023-06-05 02:20:35.646 408:pos-tag                INFO     eval_precision = 0.0025
2023-06-05 02:20:35.646 408:pos-tag                INFO     eval_recall = 0.0007
2023-06-05 02:20:35.646 300:pos-tag                INFO     ********************
2023-06-05 02:20:35.646 301:pos-tag                INFO     Best f1:0.0005
2023-06-05 02:20:35.646 302:pos-tag                INFO     ********************
2023-06-05 02:20:37.164 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:20:37.705 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:37.706 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:37.706 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:20:40.170 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:20:40.170 408:pos-tag                INFO     eval_acc = 0.0114
2023-06-05 02:20:40.170 408:pos-tag                INFO     eval_f1 = 0.0011
2023-06-05 02:20:40.171 408:pos-tag                INFO     eval_mcc = -0.0041
2023-06-05 02:20:40.171 408:pos-tag                INFO     eval_precision = 0.0035
2023-06-05 02:20:40.171 408:pos-tag                INFO     eval_recall = 0.0013
2023-06-05 02:20:40.171 300:pos-tag                INFO     ********************
2023-06-05 02:20:40.171 301:pos-tag                INFO     Best f1:0.0011
2023-06-05 02:20:40.171 302:pos-tag                INFO     ********************
2023-06-05 02:20:41.822 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:20:42.378 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:42.378 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:42.379 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:20:44.826 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:20:44.826 408:pos-tag                INFO     eval_acc = 0.0278
2023-06-05 02:20:44.826 408:pos-tag                INFO     eval_f1 = 0.0039
2023-06-05 02:20:44.827 408:pos-tag                INFO     eval_mcc = -0.0
2023-06-05 02:20:44.827 408:pos-tag                INFO     eval_precision = 0.0056
2023-06-05 02:20:44.827 408:pos-tag                INFO     eval_recall = 0.0048
2023-06-05 02:20:44.827 300:pos-tag                INFO     ********************
2023-06-05 02:20:44.827 301:pos-tag                INFO     Best f1:0.0039
2023-06-05 02:20:44.827 302:pos-tag                INFO     ********************
2023-06-05 02:20:46.520 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:20:47.076 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:47.076 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:47.076 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:20:49.563 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:20:49.564 408:pos-tag                INFO     eval_acc = 0.0491
2023-06-05 02:20:49.564 408:pos-tag                INFO     eval_f1 = 0.007
2023-06-05 02:20:49.564 408:pos-tag                INFO     eval_mcc = 0.0097
2023-06-05 02:20:49.565 408:pos-tag                INFO     eval_precision = 0.0078
2023-06-05 02:20:49.565 408:pos-tag                INFO     eval_recall = 0.0098
2023-06-05 02:20:49.565 300:pos-tag                INFO     ********************
2023-06-05 02:20:49.565 301:pos-tag                INFO     Best f1:0.007
2023-06-05 02:20:49.565 302:pos-tag                INFO     ********************
2023-06-05 02:20:51.248 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:20:51.249 322:pos-tag                INFO     ********************
2023-06-05 02:20:51.249 323:pos-tag                INFO     Best MCC:0.0097
2023-06-05 02:20:51.249 324:pos-tag                INFO     ********************
2023-06-05 02:20:52.772 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-mcc/model.bin
2023-06-05 02:20:53.323 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:53.324 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:53.324 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:20:55.829 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:20:55.830 408:pos-tag                INFO     eval_acc = 0.0685
2023-06-05 02:20:55.830 408:pos-tag                INFO     eval_f1 = 0.0106
2023-06-05 02:20:55.830 408:pos-tag                INFO     eval_mcc = 0.0227
2023-06-05 02:20:55.830 408:pos-tag                INFO     eval_precision = 0.0137
2023-06-05 02:20:55.830 408:pos-tag                INFO     eval_recall = 0.0135
2023-06-05 02:20:55.830 300:pos-tag                INFO     ********************
2023-06-05 02:20:55.830 301:pos-tag                INFO     Best f1:0.0106
2023-06-05 02:20:55.831 302:pos-tag                INFO     ********************
2023-06-05 02:20:57.562 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:20:57.562 322:pos-tag                INFO     ********************
2023-06-05 02:20:57.562 323:pos-tag                INFO     Best MCC:0.0227
2023-06-05 02:20:57.563 324:pos-tag                INFO     ********************
2023-06-05 02:20:59.272 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-mcc/model.bin
2023-06-05 02:20:59.824 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 02:20:59.824 359:pos-tag                INFO     Num examples = 293
2023-06-05 02:20:59.824 360:pos-tag                INFO     Batch size = 32
2023-06-05 02:21:02.349 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 02:21:02.350 408:pos-tag                INFO     eval_acc = 0.0931
2023-06-05 02:21:02.350 408:pos-tag                INFO     eval_f1 = 0.0176
2023-06-05 02:21:02.350 408:pos-tag                INFO     eval_mcc = 0.0441
2023-06-05 02:21:02.350 408:pos-tag                INFO     eval_precision = 0.0192
2023-06-05 02:21:02.350 408:pos-tag                INFO     eval_recall = 0.0211
2023-06-05 02:21:02.351 300:pos-tag                INFO     ********************
2023-06-05 02:21:02.351 301:pos-tag                INFO     Best f1:0.0176
2023-06-05 02:21:02.351 302:pos-tag                INFO     ********************
2023-06-05 02:21:04.069 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-f1/model.bin
2023-06-05 02:21:04.070 322:pos-tag                INFO     ********************
2023-06-05 02:21:04.070 323:pos-tag                INFO     Best MCC:0.0441
2023-06-05 02:21:04.070 324:pos-tag                INFO     ********************
2023-06-05 02:21:05.774 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_8/checkpoint-best-mcc/model.bin
2023-06-05 02:21:06.340 358:pos-tag                INFO   ***** Running evaluation *****
