2023-06-05 11:17:55.951 676:pos-tag                DEBUG  main message
2023-06-05 11:17:55.951 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 11:17:56.819 702:pos-tag                INFO   Load Dataset
2023-06-05 11:17:56.820 706:pos-tag                INFO   Num of Class 233
2023-06-05 11:18:00.104 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 11:18:00.105 746:pos-tag                INFO   pretrained the encoder
2023-06-05 11:18:03.081 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 11:18:03.082 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=5, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/3/layer_5', posratio=0.5, seed=12, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-05 11:18:03.083 185:pos-tag                INFO   save steps 1
2023-06-05 11:18:05.105 224:pos-tag                INFO   ***** Running training *****
2023-06-05 11:18:05.106 225:pos-tag                INFO     Num examples = 880
2023-06-05 11:18:05.106 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 11:18:05.106 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-05 11:18:05.107 231:pos-tag                INFO     Total train batch size = 64
2023-06-05 11:18:05.107 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 11:18:05.107 238:pos-tag                INFO     Total optimization steps = 70
2023-06-05 11:18:06.756 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:06.757 359:pos-tag                INFO     Num examples = 293
2023-06-05 11:18:06.757 360:pos-tag                INFO     Batch size = 32
2023-06-05 11:18:09.813 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 11:18:09.814 408:pos-tag                INFO     eval_acc = 0.0006
2023-06-05 11:18:09.814 408:pos-tag                INFO     eval_f1 = 0.0003
2023-06-05 11:18:09.814 408:pos-tag                INFO     eval_mcc = -0.0011
2023-06-05 11:18:09.814 408:pos-tag                INFO     eval_precision = 0.0004
2023-06-05 11:18:09.815 408:pos-tag                INFO     eval_recall = 0.0009
2023-06-05 11:18:09.815 300:pos-tag                INFO     ********************
2023-06-05 11:18:09.815 301:pos-tag                INFO     Best f1:0.0003
2023-06-05 11:18:09.815 302:pos-tag                INFO     ********************
2023-06-05 11:18:11.380 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-f1/model.bin
2023-06-05 11:18:11.915 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:11.916 359:pos-tag                INFO     Num examples = 293
2023-06-05 11:18:11.916 360:pos-tag                INFO     Batch size = 32
2023-06-05 11:18:14.364 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 11:18:14.364 408:pos-tag                INFO     eval_acc = 0.0007
2023-06-05 11:18:14.365 408:pos-tag                INFO     eval_f1 = 0.0004
2023-06-05 11:18:14.365 408:pos-tag                INFO     eval_mcc = -0.0011
2023-06-05 11:18:14.365 408:pos-tag                INFO     eval_precision = 0.0007
2023-06-05 11:18:14.365 408:pos-tag                INFO     eval_recall = 0.0009
2023-06-05 11:18:14.365 300:pos-tag                INFO     ********************
2023-06-05 11:18:14.365 301:pos-tag                INFO     Best f1:0.0004
2023-06-05 11:18:14.366 302:pos-tag                INFO     ********************
2023-06-05 11:18:16.023 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-f1/model.bin
2023-06-05 11:18:16.573 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:16.573 359:pos-tag                INFO     Num examples = 293
2023-06-05 11:18:16.573 360:pos-tag                INFO     Batch size = 32
2023-06-05 11:18:19.053 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 11:18:19.053 408:pos-tag                INFO     eval_acc = 0.0009
2023-06-05 11:18:19.054 408:pos-tag                INFO     eval_f1 = 0.0004
2023-06-05 11:18:19.054 408:pos-tag                INFO     eval_mcc = -0.0012
2023-06-05 11:18:19.054 408:pos-tag                INFO     eval_precision = 0.0011
2023-06-05 11:18:19.054 408:pos-tag                INFO     eval_recall = 0.001
2023-06-05 11:18:19.054 300:pos-tag                INFO     ********************
2023-06-05 11:18:19.054 301:pos-tag                INFO     Best f1:0.0004
2023-06-05 11:18:19.054 302:pos-tag                INFO     ********************
2023-06-05 11:18:21.023 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-f1/model.bin
2023-06-05 11:18:21.576 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:21.576 359:pos-tag                INFO     Num examples = 293
2023-06-05 11:18:21.576 360:pos-tag                INFO     Batch size = 32
2023-06-05 11:18:24.068 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 11:18:24.068 408:pos-tag                INFO     eval_acc = 0.0014
2023-06-05 11:18:24.068 408:pos-tag                INFO     eval_f1 = 0.0005
2023-06-05 11:18:24.068 408:pos-tag                INFO     eval_mcc = -0.0013
2023-06-05 11:18:24.069 408:pos-tag                INFO     eval_precision = 0.0012
2023-06-05 11:18:24.069 408:pos-tag                INFO     eval_recall = 0.0012
2023-06-05 11:18:24.069 300:pos-tag                INFO     ********************
2023-06-05 11:18:24.069 301:pos-tag                INFO     Best f1:0.0005
2023-06-05 11:18:24.069 302:pos-tag                INFO     ********************
2023-06-05 11:18:25.841 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-f1/model.bin
2023-06-05 11:18:26.396 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:26.396 359:pos-tag                INFO     Num examples = 293
2023-06-05 11:18:26.396 360:pos-tag                INFO     Batch size = 32
2023-06-05 11:18:28.904 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 11:18:28.905 408:pos-tag                INFO     eval_acc = 0.0038
2023-06-05 11:18:28.905 408:pos-tag                INFO     eval_f1 = 0.0011
2023-06-05 11:18:28.905 408:pos-tag                INFO     eval_mcc = 0.0001
2023-06-05 11:18:28.906 408:pos-tag                INFO     eval_precision = 0.0111
2023-06-05 11:18:28.906 408:pos-tag                INFO     eval_recall = 0.0019
2023-06-05 11:18:28.906 300:pos-tag                INFO     ********************
2023-06-05 11:18:28.906 301:pos-tag                INFO     Best f1:0.0011
2023-06-05 11:18:28.906 302:pos-tag                INFO     ********************
2023-06-05 11:18:30.797 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-f1/model.bin
2023-06-05 11:18:30.798 322:pos-tag                INFO     ********************
2023-06-05 11:18:30.798 323:pos-tag                INFO     Best MCC:0.0001
2023-06-05 11:18:30.798 324:pos-tag                INFO     ********************
2023-06-05 11:18:32.382 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-mcc/model.bin
2023-06-05 11:18:32.943 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:32.943 359:pos-tag                INFO     Num examples = 293
2023-06-05 11:18:32.943 360:pos-tag                INFO     Batch size = 32
2023-06-05 11:18:35.382 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 11:18:35.382 408:pos-tag                INFO     eval_acc = 0.0123
2023-06-05 11:18:35.382 408:pos-tag                INFO     eval_f1 = 0.0025
2023-06-05 11:18:35.382 408:pos-tag                INFO     eval_mcc = 0.0068
2023-06-05 11:18:35.383 408:pos-tag                INFO     eval_precision = 0.0104
2023-06-05 11:18:35.383 408:pos-tag                INFO     eval_recall = 0.0035
2023-06-05 11:18:35.383 300:pos-tag                INFO     ********************
2023-06-05 11:18:35.383 301:pos-tag                INFO     Best f1:0.0025
2023-06-05 11:18:35.383 302:pos-tag                INFO     ********************
2023-06-05 11:18:37.036 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-f1/model.bin
2023-06-05 11:18:37.036 322:pos-tag                INFO     ********************
2023-06-05 11:18:37.036 323:pos-tag                INFO     Best MCC:0.0068
2023-06-05 11:18:37.036 324:pos-tag                INFO     ********************
2023-06-05 11:18:38.758 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-mcc/model.bin
2023-06-05 11:18:39.315 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:39.315 359:pos-tag                INFO     Num examples = 293
2023-06-05 11:18:39.315 360:pos-tag                INFO     Batch size = 32
2023-06-05 11:18:41.884 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 11:18:41.885 408:pos-tag                INFO     eval_acc = 0.0341
2023-06-05 11:18:41.885 408:pos-tag                INFO     eval_f1 = 0.0061
2023-06-05 11:18:41.885 408:pos-tag                INFO     eval_mcc = 0.0254
2023-06-05 11:18:41.886 408:pos-tag                INFO     eval_precision = 0.0172
2023-06-05 11:18:41.886 408:pos-tag                INFO     eval_recall = 0.0079
2023-06-05 11:18:41.886 300:pos-tag                INFO     ********************
2023-06-05 11:18:41.887 301:pos-tag                INFO     Best f1:0.0061
2023-06-05 11:18:41.887 302:pos-tag                INFO     ********************
2023-06-05 11:18:43.606 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-f1/model.bin
2023-06-05 11:18:43.607 322:pos-tag                INFO     ********************
2023-06-05 11:18:43.607 323:pos-tag                INFO     Best MCC:0.0254
2023-06-05 11:18:43.607 324:pos-tag                INFO     ********************
2023-06-05 11:18:45.261 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_5/checkpoint-best-mcc/model.bin
2023-06-05 11:18:45.807 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 11:18:45.807 359:pos-tag                INFO     Num examples = 293
