2023-06-05 18:35:10.607 676:pos-tag                DEBUG  main message
2023-06-05 18:35:10.607 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 18:35:11.505 702:pos-tag                INFO   Load Dataset
2023-06-05 18:35:11.506 706:pos-tag                INFO   Num of Class 233
2023-06-05 18:35:15.063 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 18:35:15.064 746:pos-tag                INFO   pretrained the encoder
2023-06-05 18:35:18.207 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 18:35:18.207 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=5, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/4/layer_5', posratio=0.5, seed=6, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-05 18:35:18.209 185:pos-tag                INFO   save steps 1
2023-06-05 18:35:20.869 224:pos-tag                INFO   ***** Running training *****
2023-06-05 18:35:20.869 225:pos-tag                INFO     Num examples = 880
2023-06-05 18:35:20.870 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 18:35:20.870 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-05 18:35:20.870 231:pos-tag                INFO     Total train batch size = 64
2023-06-05 18:35:20.871 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 18:35:20.871 238:pos-tag                INFO     Total optimization steps = 70
2023-06-05 18:35:22.428 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 18:35:22.430 359:pos-tag                INFO     Num examples = 293
2023-06-05 18:35:22.431 360:pos-tag                INFO     Batch size = 32
2023-06-05 18:35:25.607 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 18:35:25.607 408:pos-tag                INFO     eval_acc = 0.0059
2023-06-05 18:35:25.607 408:pos-tag                INFO     eval_f1 = 0.0015
2023-06-05 18:35:25.608 408:pos-tag                INFO     eval_mcc = 0.0036
2023-06-05 18:35:25.608 408:pos-tag                INFO     eval_precision = 0.0058
2023-06-05 18:35:25.608 408:pos-tag                INFO     eval_recall = 0.0018
2023-06-05 18:35:25.608 300:pos-tag                INFO     ********************
2023-06-05 18:35:25.608 301:pos-tag                INFO     Best f1:0.0015
2023-06-05 18:35:25.608 302:pos-tag                INFO     ********************
2023-06-05 18:35:27.402 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/4/layer_5/checkpoint-best-f1/model.bin
2023-06-05 18:35:27.402 322:pos-tag                INFO     ********************
2023-06-05 18:35:27.403 323:pos-tag                INFO     Best MCC:0.0036
2023-06-05 18:35:27.403 324:pos-tag                INFO     ********************
2023-06-05 18:35:28.971 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/4/layer_5/checkpoint-best-mcc/model.bin
2023-06-05 18:35:29.523 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 18:35:29.525 359:pos-tag                INFO     Num examples = 293
2023-06-05 18:35:29.525 360:pos-tag                INFO     Batch size = 32
2023-06-05 18:35:31.995 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 18:35:31.995 408:pos-tag                INFO     eval_acc = 0.0071
2023-06-05 18:35:31.995 408:pos-tag                INFO     eval_f1 = 0.0017
2023-06-05 18:35:31.995 408:pos-tag                INFO     eval_mcc = 0.0046
2023-06-05 18:35:31.996 408:pos-tag                INFO     eval_precision = 0.0069
2023-06-05 18:35:31.996 408:pos-tag                INFO     eval_recall = 0.0021
2023-06-05 18:35:31.996 300:pos-tag                INFO     ********************
2023-06-05 18:35:31.996 301:pos-tag                INFO     Best f1:0.0017
2023-06-05 18:35:31.997 302:pos-tag                INFO     ********************
2023-06-05 18:35:33.499 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/4/layer_5/checkpoint-best-f1/model.bin
2023-06-05 18:35:33.499 322:pos-tag                INFO     ********************
2023-06-05 18:35:33.500 323:pos-tag                INFO     Best MCC:0.0046
2023-06-05 18:35:33.500 324:pos-tag                INFO     ********************
