2023-01-16 14:04:00.742 669:pos-tag                DEBUG  main message
2023-01-16 14:04:00.742 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-01-16 14:04:02.864 690:pos-tag                INFO   Load Dataset
2023-01-16 14:04:02.865 694:pos-tag                INFO   Num of Class 233
2023-01-16 14:04:04.331 714:pos-tag                INFO   Finishing loading Dataset
2023-01-16 14:04:04.332 718:pos-tag                INFO   Random Initialize the encoder
2023-01-16 14:04:05.653 733:pos-tag                INFO   Probimg Model Parameters 179177
2023-01-16 14:04:05.653 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/graphcodebert-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=8, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='graphcodebert', model_name_or_path='microsoft/graphcodebert-base', n_gpu=1, output_dir='./pos_res_java_graph/random/saved_graphcodebertmodels/4/layer_8', posratio=0.5, seed=768, token_config='microsoft/graphcodebert-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-01-16 14:04:05.654 178:pos-tag                INFO   save steps 2
2023-01-16 14:04:06.709 217:pos-tag                INFO   ***** Running training *****
2023-01-16 14:04:06.709 218:pos-tag                INFO     Num examples = 880
2023-01-16 14:04:06.709 219:pos-tag                INFO     Num Epochs = 5
2023-01-16 14:04:06.709 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-01-16 14:04:06.709 224:pos-tag                INFO     Total train batch size = 32
2023-01-16 14:04:06.710 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-01-16 14:04:06.710 231:pos-tag                INFO     Total optimization steps = 140
2023-01-16 14:04:07.884 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-16 14:04:07.884 352:pos-tag                INFO     Num examples = 293
2023-01-16 14:04:07.885 353:pos-tag                INFO     Batch size = 32
2023-01-16 14:04:11.576 399:pos-tag                INFO   ***** Eval results *****
2023-01-16 14:04:11.576 401:pos-tag                INFO     eval_acc = 0.0058
2023-01-16 14:04:11.576 401:pos-tag                INFO     eval_f1 = 0.0009
2023-01-16 14:04:11.577 401:pos-tag                INFO     eval_mcc = 0.0022
2023-01-16 14:04:11.577 401:pos-tag                INFO     eval_precision = 0.0012
2023-01-16 14:04:11.577 401:pos-tag                INFO     eval_recall = 0.0022
2023-01-16 14:04:11.577 293:pos-tag                INFO     ********************
2023-01-16 14:04:11.577 294:pos-tag                INFO     Best f1:0.0009
2023-01-16 14:04:11.577 295:pos-tag                INFO     ********************
2023-01-16 14:04:12.271 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java_graph/random/saved_graphcodebertmodels/4/layer_8/checkpoint-best-f1/model.bin
2023-01-16 14:04:12.271 315:pos-tag                INFO     ********************
2023-01-16 14:04:12.271 316:pos-tag                INFO     Best MCC:0.0022
2023-01-16 14:04:12.271 317:pos-tag                INFO     ********************
2023-01-16 14:04:12.932 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_java_graph/random/saved_graphcodebertmodels/4/layer_8/checkpoint-best-mcc/model.bin
2023-01-16 14:04:13.740 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-16 14:04:13.741 352:pos-tag                INFO     Num examples = 293
2023-01-16 14:04:13.741 353:pos-tag                INFO     Batch size = 32
2023-01-16 14:04:17.130 399:pos-tag                INFO   ***** Eval results *****
2023-01-16 14:04:17.130 401:pos-tag                INFO     eval_acc = 0.0101
2023-01-16 14:04:17.130 401:pos-tag                INFO     eval_f1 = 0.0011
2023-01-16 14:04:17.131 401:pos-tag                INFO     eval_mcc = 0.0037
2023-01-16 14:04:17.131 401:pos-tag                INFO     eval_precision = 0.0011
2023-01-16 14:04:17.131 401:pos-tag                INFO     eval_recall = 0.0032
2023-01-16 14:04:17.131 293:pos-tag                INFO     ********************
2023-01-16 14:04:17.131 294:pos-tag                INFO     Best f1:0.0011
2023-01-16 14:04:17.131 295:pos-tag                INFO     ********************
2023-01-16 14:04:20.193 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java_graph/random/saved_graphcodebertmodels/4/layer_8/checkpoint-best-f1/model.bin
2023-01-16 14:04:20.193 315:pos-tag                INFO     ********************
2023-01-16 14:04:20.193 316:pos-tag                INFO     Best MCC:0.0037
2023-01-16 14:04:20.194 317:pos-tag                INFO     ********************
2023-01-16 14:04:23.476 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_java_graph/random/saved_graphcodebertmodels/4/layer_8/checkpoint-best-mcc/model.bin
2023-01-16 14:04:24.299 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-16 14:04:24.300 352:pos-tag                INFO     Num examples = 293
2023-01-16 14:04:24.300 353:pos-tag                INFO     Batch size = 32
2023-01-16 14:04:27.685 399:pos-tag                INFO   ***** Eval results *****
