2023-06-05 01:46:50.060 676:pos-tag                DEBUG  main message
2023-06-05 01:46:50.060 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 01:46:50.836 702:pos-tag                INFO   Load Dataset
2023-06-05 01:46:50.838 706:pos-tag                INFO   Num of Class 233
2023-06-05 01:46:54.710 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 01:46:54.711 746:pos-tag                INFO   pretrained the encoder
2023-06-05 01:46:58.255 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 01:46:58.255 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=9, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/2/layer_9', posratio=0.5, seed=289, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-05 01:46:58.257 185:pos-tag                INFO   save steps 1
2023-06-05 01:47:00.401 224:pos-tag                INFO   ***** Running training *****
2023-06-05 01:47:00.401 225:pos-tag                INFO     Num examples = 880
2023-06-05 01:47:00.401 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 01:47:00.402 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-05 01:47:00.402 231:pos-tag                INFO     Total train batch size = 64
2023-06-05 01:47:00.402 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 01:47:00.402 238:pos-tag                INFO     Total optimization steps = 70
2023-06-05 01:47:02.124 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:02.125 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:02.125 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:05.342 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:05.342 408:pos-tag                INFO     eval_acc = 0.0011
2023-06-05 01:47:05.342 408:pos-tag                INFO     eval_f1 = 0.0003
2023-06-05 01:47:05.342 408:pos-tag                INFO     eval_mcc = -0.0032
2023-06-05 01:47:05.342 408:pos-tag                INFO     eval_precision = 0.003
2023-06-05 01:47:05.343 408:pos-tag                INFO     eval_recall = 0.0004
2023-06-05 01:47:05.343 300:pos-tag                INFO     ********************
2023-06-05 01:47:05.343 301:pos-tag                INFO     Best f1:0.0003
2023-06-05 01:47:05.343 302:pos-tag                INFO     ********************
2023-06-05 01:47:07.020 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:07.570 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:07.571 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:07.571 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:10.031 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:10.032 408:pos-tag                INFO     eval_acc = 0.0018
2023-06-05 01:47:10.032 408:pos-tag                INFO     eval_f1 = 0.0004
2023-06-05 01:47:10.032 408:pos-tag                INFO     eval_mcc = -0.0049
2023-06-05 01:47:10.032 408:pos-tag                INFO     eval_precision = 0.0038
2023-06-05 01:47:10.032 408:pos-tag                INFO     eval_recall = 0.0005
2023-06-05 01:47:10.033 300:pos-tag                INFO     ********************
2023-06-05 01:47:10.033 301:pos-tag                INFO     Best f1:0.0004
2023-06-05 01:47:10.033 302:pos-tag                INFO     ********************
2023-06-05 01:47:11.756 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:12.305 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:12.306 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:12.306 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:14.786 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:14.786 408:pos-tag                INFO     eval_acc = 0.0044
2023-06-05 01:47:14.786 408:pos-tag                INFO     eval_f1 = 0.0007
2023-06-05 01:47:14.786 408:pos-tag                INFO     eval_mcc = -0.0092
2023-06-05 01:47:14.787 408:pos-tag                INFO     eval_precision = 0.0046
2023-06-05 01:47:14.787 408:pos-tag                INFO     eval_recall = 0.0009
2023-06-05 01:47:14.787 300:pos-tag                INFO     ********************
2023-06-05 01:47:14.787 301:pos-tag                INFO     Best f1:0.0007
2023-06-05 01:47:14.787 302:pos-tag                INFO     ********************
2023-06-05 01:47:16.546 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:17.092 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:17.092 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:17.092 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:19.573 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:19.573 408:pos-tag                INFO     eval_acc = 0.0129
2023-06-05 01:47:19.573 408:pos-tag                INFO     eval_f1 = 0.0014
2023-06-05 01:47:19.574 408:pos-tag                INFO     eval_mcc = -0.0161
2023-06-05 01:47:19.574 408:pos-tag                INFO     eval_precision = 0.0058
2023-06-05 01:47:19.574 408:pos-tag                INFO     eval_recall = 0.0015
2023-06-05 01:47:19.574 300:pos-tag                INFO     ********************
2023-06-05 01:47:19.574 301:pos-tag                INFO     Best f1:0.0014
2023-06-05 01:47:19.574 302:pos-tag                INFO     ********************
2023-06-05 01:47:21.383 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:21.925 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:21.925 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:21.925 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:24.386 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:24.391 408:pos-tag                INFO     eval_acc = 0.035
2023-06-05 01:47:24.391 408:pos-tag                INFO     eval_f1 = 0.003
2023-06-05 01:47:24.391 408:pos-tag                INFO     eval_mcc = -0.0187
2023-06-05 01:47:24.392 408:pos-tag                INFO     eval_precision = 0.0074
2023-06-05 01:47:24.392 408:pos-tag                INFO     eval_recall = 0.0033
2023-06-05 01:47:24.392 300:pos-tag                INFO     ********************
2023-06-05 01:47:24.393 301:pos-tag                INFO     Best f1:0.003
2023-06-05 01:47:24.393 302:pos-tag                INFO     ********************
2023-06-05 01:47:26.328 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:26.891 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:26.892 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:26.892 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:29.350 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:29.350 408:pos-tag                INFO     eval_acc = 0.0511
2023-06-05 01:47:29.351 408:pos-tag                INFO     eval_f1 = 0.0038
2023-06-05 01:47:29.351 408:pos-tag                INFO     eval_mcc = -0.0167
2023-06-05 01:47:29.351 408:pos-tag                INFO     eval_precision = 0.0075
2023-06-05 01:47:29.351 408:pos-tag                INFO     eval_recall = 0.0047
2023-06-05 01:47:29.351 300:pos-tag                INFO     ********************
2023-06-05 01:47:29.351 301:pos-tag                INFO     Best f1:0.0038
2023-06-05 01:47:29.352 302:pos-tag                INFO     ********************
2023-06-05 01:47:31.222 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:31.769 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:31.770 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:31.770 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:34.210 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:34.210 408:pos-tag                INFO     eval_acc = 0.0667
2023-06-05 01:47:34.211 408:pos-tag                INFO     eval_f1 = 0.008
2023-06-05 01:47:34.211 408:pos-tag                INFO     eval_mcc = -0.0051
2023-06-05 01:47:34.211 408:pos-tag                INFO     eval_precision = 0.0123
2023-06-05 01:47:34.211 408:pos-tag                INFO     eval_recall = 0.0086
2023-06-05 01:47:34.211 300:pos-tag                INFO     ********************
2023-06-05 01:47:34.211 301:pos-tag                INFO     Best f1:0.008
2023-06-05 01:47:34.211 302:pos-tag                INFO     ********************
2023-06-05 01:47:36.084 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:36.640 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:36.640 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:36.640 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:39.141 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:39.142 408:pos-tag                INFO     eval_acc = 0.0792
2023-06-05 01:47:39.142 408:pos-tag                INFO     eval_f1 = 0.0103
2023-06-05 01:47:39.142 408:pos-tag                INFO     eval_mcc = 0.0052
2023-06-05 01:47:39.142 408:pos-tag                INFO     eval_precision = 0.0218
2023-06-05 01:47:39.142 408:pos-tag                INFO     eval_recall = 0.0114
2023-06-05 01:47:39.142 300:pos-tag                INFO     ********************
2023-06-05 01:47:39.143 301:pos-tag                INFO     Best f1:0.0103
2023-06-05 01:47:39.143 302:pos-tag                INFO     ********************
2023-06-05 01:47:40.963 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:40.963 322:pos-tag                INFO     ********************
2023-06-05 01:47:40.964 323:pos-tag                INFO     Best MCC:0.0052
2023-06-05 01:47:40.964 324:pos-tag                INFO     ********************
2023-06-05 01:47:42.965 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-mcc/model.bin
2023-06-05 01:47:43.511 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:43.511 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:43.511 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:45.988 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:45.988 408:pos-tag                INFO     eval_acc = 0.094
2023-06-05 01:47:45.989 408:pos-tag                INFO     eval_f1 = 0.0134
2023-06-05 01:47:45.989 408:pos-tag                INFO     eval_mcc = 0.0205
2023-06-05 01:47:45.989 408:pos-tag                INFO     eval_precision = 0.0232
2023-06-05 01:47:45.989 408:pos-tag                INFO     eval_recall = 0.0146
2023-06-05 01:47:45.989 300:pos-tag                INFO     ********************
2023-06-05 01:47:45.990 301:pos-tag                INFO     Best f1:0.0134
2023-06-05 01:47:45.990 302:pos-tag                INFO     ********************
2023-06-05 01:47:47.754 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:47.755 322:pos-tag                INFO     ********************
2023-06-05 01:47:47.755 323:pos-tag                INFO     Best MCC:0.0205
2023-06-05 01:47:47.755 324:pos-tag                INFO     ********************
2023-06-05 01:47:49.542 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-mcc/model.bin
2023-06-05 01:47:50.082 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:50.082 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:50.082 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:52.527 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:52.527 408:pos-tag                INFO     eval_acc = 0.1133
2023-06-05 01:47:52.527 408:pos-tag                INFO     eval_f1 = 0.018
2023-06-05 01:47:52.528 408:pos-tag                INFO     eval_mcc = 0.0432
2023-06-05 01:47:52.528 408:pos-tag                INFO     eval_precision = 0.0279
2023-06-05 01:47:52.528 408:pos-tag                INFO     eval_recall = 0.0193
2023-06-05 01:47:52.528 300:pos-tag                INFO     ********************
2023-06-05 01:47:52.528 301:pos-tag                INFO     Best f1:0.018
2023-06-05 01:47:52.529 302:pos-tag                INFO     ********************
2023-06-05 01:47:54.285 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:47:54.285 322:pos-tag                INFO     ********************
2023-06-05 01:47:54.285 323:pos-tag                INFO     Best MCC:0.0432
2023-06-05 01:47:54.285 324:pos-tag                INFO     ********************
2023-06-05 01:47:55.977 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-mcc/model.bin
2023-06-05 01:47:56.533 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:47:56.533 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:47:56.534 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:47:58.982 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:47:58.982 408:pos-tag                INFO     eval_acc = 0.1373
2023-06-05 01:47:58.982 408:pos-tag                INFO     eval_f1 = 0.0244
2023-06-05 01:47:58.982 408:pos-tag                INFO     eval_mcc = 0.0725
2023-06-05 01:47:58.983 408:pos-tag                INFO     eval_precision = 0.0374
2023-06-05 01:47:58.983 408:pos-tag                INFO     eval_recall = 0.0253
2023-06-05 01:47:58.983 300:pos-tag                INFO     ********************
2023-06-05 01:47:58.983 301:pos-tag                INFO     Best f1:0.0244
2023-06-05 01:47:58.983 302:pos-tag                INFO     ********************
2023-06-05 01:48:00.733 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-f1/model.bin
2023-06-05 01:48:00.734 322:pos-tag                INFO     ********************
2023-06-05 01:48:00.734 323:pos-tag                INFO     Best MCC:0.0725
2023-06-05 01:48:00.735 324:pos-tag                INFO     ********************
2023-06-05 01:48:02.391 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/2/layer_9/checkpoint-best-mcc/model.bin
2023-06-05 01:48:02.936 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 01:48:02.936 359:pos-tag                INFO     Num examples = 293
2023-06-05 01:48:02.936 360:pos-tag                INFO     Batch size = 32
2023-06-05 01:48:05.384 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 01:48:05.384 408:pos-tag                INFO     eval_acc = 0.1629
2023-06-05 01:48:05.384 408:pos-tag                INFO     eval_f1 = 0.0316
2023-06-05 01:48:05.385 408:pos-tag                INFO     eval_mcc = 0.104
2023-06-05 01:48:05.385 408:pos-tag                INFO     eval_precision = 0.0515
2023-06-05 01:48:05.385 408:pos-tag                INFO     eval_recall = 0.0319
2023-06-05 01:48:05.385 300:pos-tag                INFO     ********************
2023-06-05 01:48:05.385 301:pos-tag                INFO     Best f1:0.0316
