2023-06-04 20:13:15.817 676:pos-tag                DEBUG  main message
2023-06-04 20:13:15.817 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 20:13:16.643 702:pos-tag                INFO   Load Dataset
2023-06-04 20:13:16.654 706:pos-tag                INFO   Num of Class 233
2023-06-04 20:13:20.095 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 20:13:20.096 746:pos-tag                INFO   pretrained the encoder
2023-06-04 20:13:25.205 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-04 20:13:25.205 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=6, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/1/layer_6', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-04 20:13:25.207 185:pos-tag                INFO   save steps 1
2023-06-04 20:13:27.318 224:pos-tag                INFO   ***** Running training *****
2023-06-04 20:13:27.319 225:pos-tag                INFO     Num examples = 880
2023-06-04 20:13:27.319 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 20:13:27.319 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-04 20:13:27.319 231:pos-tag                INFO     Total train batch size = 64
2023-06-04 20:13:27.320 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 20:13:27.320 238:pos-tag                INFO     Total optimization steps = 70
2023-06-04 20:13:28.947 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 20:13:28.947 359:pos-tag                INFO     Num examples = 293
2023-06-04 20:13:28.948 360:pos-tag                INFO     Batch size = 32
2023-06-04 20:13:31.979 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 20:13:31.979 408:pos-tag                INFO     eval_acc = 0.0021
2023-06-04 20:13:31.979 408:pos-tag                INFO     eval_f1 = 0.0011
2023-06-04 20:13:31.980 408:pos-tag                INFO     eval_mcc = -0.0004
2023-06-04 20:13:31.980 408:pos-tag                INFO     eval_precision = 0.0042
2023-06-04 20:13:31.980 408:pos-tag                INFO     eval_recall = 0.0008
2023-06-04 20:13:31.980 300:pos-tag                INFO     ********************
2023-06-04 20:13:31.980 301:pos-tag                INFO     Best f1:0.0011
2023-06-04 20:13:31.980 302:pos-tag                INFO     ********************
2023-06-04 20:13:33.680 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_6/checkpoint-best-f1/model.bin
2023-06-04 20:13:34.224 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 20:13:34.225 359:pos-tag                INFO     Num examples = 293
2023-06-04 20:13:34.225 360:pos-tag                INFO     Batch size = 32
2023-06-04 20:13:36.635 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 20:13:36.635 408:pos-tag                INFO     eval_acc = 0.0032
2023-06-04 20:13:36.635 408:pos-tag                INFO     eval_f1 = 0.0016
2023-06-04 20:13:36.636 408:pos-tag                INFO     eval_mcc = 0.0003
2023-06-04 20:13:36.636 408:pos-tag                INFO     eval_precision = 0.0069
2023-06-04 20:13:36.636 408:pos-tag                INFO     eval_recall = 0.0012
2023-06-04 20:13:36.636 300:pos-tag                INFO     ********************
2023-06-04 20:13:36.636 301:pos-tag                INFO     Best f1:0.0016
2023-06-04 20:13:36.637 302:pos-tag                INFO     ********************
