2023-01-15 17:53:48.360 669:pos-tag                DEBUG  main message
2023-01-15 17:53:48.361 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-01-15 17:53:50.434 690:pos-tag                INFO   Load Dataset
2023-01-15 17:53:50.434 694:pos-tag                INFO   Num of Class 229
2023-01-15 17:53:53.379 714:pos-tag                INFO   Finishing loading Dataset
2023-01-15 17:53:53.379 721:pos-tag                INFO   pretrained the encoder
2023-01-15 17:53:54.397 733:pos-tag                INFO   Probimg Model Parameters 176101
2023-01-15 17:53:54.397 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/graphcodebert-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=8, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='graphcodebert', model_name_or_path='microsoft/graphcodebert-base', n_gpu=1, output_dir='./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_8', posratio=0.5, seed=892, token_config='microsoft/graphcodebert-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-01-15 17:53:54.397 178:pos-tag                INFO   save steps 1
2023-01-15 17:53:55.313 217:pos-tag                INFO   ***** Running training *****
2023-01-15 17:53:55.314 218:pos-tag                INFO     Num examples = 1200
2023-01-15 17:53:55.314 219:pos-tag                INFO     Num Epochs = 5
2023-01-15 17:53:55.314 220:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-01-15 17:53:55.314 224:pos-tag                INFO     Total train batch size = 64
2023-01-15 17:53:55.314 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-01-15 17:53:55.314 231:pos-tag                INFO     Total optimization steps = 95
2023-01-15 17:53:56.543 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 17:53:56.543 352:pos-tag                INFO     Num examples = 400
2023-01-15 17:53:56.544 353:pos-tag                INFO     Batch size = 32
2023-01-15 17:54:01.564 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 17:54:01.564 401:pos-tag                INFO     eval_acc = 0.0079
2023-01-15 17:54:01.564 401:pos-tag                INFO     eval_f1 = 0.0015
2023-01-15 17:54:01.564 401:pos-tag                INFO     eval_mcc = 0.0036
2023-01-15 17:54:01.564 401:pos-tag                INFO     eval_precision = 0.0099
2023-01-15 17:54:01.565 401:pos-tag                INFO     eval_recall = 0.0014
2023-01-15 17:54:01.565 293:pos-tag                INFO     ********************
2023-01-15 17:54:01.565 294:pos-tag                INFO     Best f1:0.0015
2023-01-15 17:54:01.565 295:pos-tag                INFO     ********************
2023-01-15 17:54:02.223 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_8/checkpoint-best-f1/model.bin
2023-01-15 17:54:02.223 315:pos-tag                INFO     ********************
2023-01-15 17:54:02.223 316:pos-tag                INFO     Best MCC:0.0036
2023-01-15 17:54:02.223 317:pos-tag                INFO     ********************
2023-01-15 17:54:02.876 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_8/checkpoint-best-mcc/model.bin
2023-01-15 17:54:03.672 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 17:54:03.673 352:pos-tag                INFO     Num examples = 400
2023-01-15 17:54:03.673 353:pos-tag                INFO     Batch size = 32
2023-01-15 17:54:08.422 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 17:54:08.422 401:pos-tag                INFO     eval_acc = 0.0088
