2023-05-30 00:46:02.802 669:pos-tag                DEBUG  main message
2023-05-30 00:46:02.802 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-30 00:46:03.428 695:pos-tag                INFO   Load Dataset
2023-05-30 00:46:03.429 699:pos-tag                INFO   Num of Class 229
2023-05-30 00:46:08.782 719:pos-tag                INFO   Finishing loading Dataset
2023-05-30 00:46:08.783 727:pos-tag                INFO   pretrained the encoder
2023-05-30 00:46:12.700 755:pos-tag                INFO   Probimg Model Parameters 176101
2023-05-30 00:46:12.700 756:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='Salesforce/codet5-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=1, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codet5', model_name_or_path='Salesforce/codet5-base', n_gpu=1, output_dir='./pos_res_poj/plm/saved_codet5models/3/layer_1', posratio=0.5, seed=83, token_config='Salesforce/codet5-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-05-30 00:46:12.701 178:pos-tag                INFO   save steps 1
2023-05-30 00:46:14.348 217:pos-tag                INFO   ***** Running training *****
2023-05-30 00:46:14.348 218:pos-tag                INFO     Num examples = 1200
2023-05-30 00:46:14.348 219:pos-tag                INFO     Num Epochs = 5
2023-05-30 00:46:14.348 220:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-05-30 00:46:14.348 224:pos-tag                INFO     Total train batch size = 64
2023-05-30 00:46:14.349 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-30 00:46:14.349 231:pos-tag                INFO     Total optimization steps = 95
2023-05-30 00:46:16.749 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-30 00:46:16.749 352:pos-tag                INFO     Num examples = 400
2023-05-30 00:46:16.749 353:pos-tag                INFO     Batch size = 32
2023-05-30 00:46:26.180 399:pos-tag                INFO   ***** Eval results *****
2023-05-30 00:46:26.180 401:pos-tag                INFO     eval_acc = 0.0002
2023-05-30 00:46:26.181 401:pos-tag                INFO     eval_f1 = 0.0002
2023-05-30 00:46:26.181 401:pos-tag                INFO     eval_mcc = -0.002
2023-05-30 00:46:26.181 401:pos-tag                INFO     eval_precision = 0.0012
2023-05-30 00:46:26.181 401:pos-tag                INFO     eval_recall = 0.0001
2023-05-30 00:46:26.181 293:pos-tag                INFO     ********************
2023-05-30 00:46:26.181 294:pos-tag                INFO     Best f1:0.0002
2023-05-30 00:46:26.181 295:pos-tag                INFO     ********************
2023-05-30 00:46:28.227 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codet5models/3/layer_1/checkpoint-best-f1/model.bin
2023-05-30 00:46:29.828 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-30 00:46:29.828 352:pos-tag                INFO     Num examples = 400
2023-05-30 00:46:29.828 353:pos-tag                INFO     Batch size = 32
2023-05-30 00:46:38.976 399:pos-tag                INFO   ***** Eval results *****
2023-05-30 00:46:38.977 401:pos-tag                INFO     eval_acc = 0.0002
2023-05-30 00:46:38.977 401:pos-tag                INFO     eval_f1 = 0.0002
2023-05-30 00:46:38.977 401:pos-tag                INFO     eval_mcc = -0.0022
2023-05-30 00:46:38.977 401:pos-tag                INFO     eval_precision = 0.0012
2023-05-30 00:46:38.977 401:pos-tag                INFO     eval_recall = 0.0001
2023-05-30 00:46:38.978 293:pos-tag                INFO     ********************
2023-05-30 00:46:38.978 294:pos-tag                INFO     Best f1:0.0002
2023-05-30 00:46:38.978 295:pos-tag                INFO     ********************
2023-05-30 00:46:41.309 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codet5models/3/layer_1/checkpoint-best-f1/model.bin
2023-05-30 00:46:42.828 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-30 00:46:42.828 352:pos-tag                INFO     Num examples = 400
2023-05-30 00:46:42.828 353:pos-tag                INFO     Batch size = 32
2023-05-30 00:46:51.947 399:pos-tag                INFO   ***** Eval results *****
2023-05-30 00:46:51.947 401:pos-tag                INFO     eval_acc = 0.0003
2023-05-30 00:46:51.947 401:pos-tag                INFO     eval_f1 = 0.0002
2023-05-30 00:46:51.947 401:pos-tag                INFO     eval_mcc = -0.0028
2023-05-30 00:46:51.947 401:pos-tag                INFO     eval_precision = 0.0011
2023-05-30 00:46:51.947 401:pos-tag                INFO     eval_recall = 0.0001
2023-05-30 00:46:53.465 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-30 00:46:53.465 352:pos-tag                INFO     Num examples = 400
2023-05-30 00:46:53.466 353:pos-tag                INFO     Batch size = 32
2023-05-30 00:47:02.697 399:pos-tag                INFO   ***** Eval results *****
2023-05-30 00:47:02.698 401:pos-tag                INFO     eval_acc = 0.0009
2023-05-30 00:47:02.698 401:pos-tag                INFO     eval_f1 = 0.0003
2023-05-30 00:47:02.698 401:pos-tag                INFO     eval_mcc = -0.0033
2023-05-30 00:47:02.698 401:pos-tag                INFO     eval_precision = 0.0024
2023-05-30 00:47:02.698 401:pos-tag                INFO     eval_recall = 0.0002
2023-05-30 00:47:02.698 293:pos-tag                INFO     ********************
2023-05-30 00:47:02.699 294:pos-tag                INFO     Best f1:0.0003
2023-05-30 00:47:02.699 295:pos-tag                INFO     ********************
2023-05-30 00:47:05.042 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codet5models/3/layer_1/checkpoint-best-f1/model.bin
2023-05-30 00:47:06.564 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-30 00:47:06.564 352:pos-tag                INFO     Num examples = 400
2023-05-30 00:47:06.564 353:pos-tag                INFO     Batch size = 32
2023-05-30 00:47:15.734 399:pos-tag                INFO   ***** Eval results *****
2023-05-30 00:47:15.735 401:pos-tag                INFO     eval_acc = 0.0049
