2023-05-27 03:40:53.931 669:pos-tag                DEBUG  main message
2023-05-27 03:40:53.931 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-27 03:40:54.582 695:pos-tag                INFO   Load Dataset
2023-05-27 03:40:54.583 699:pos-tag                INFO   Num of Class 233
2023-05-27 03:40:57.286 719:pos-tag                INFO   Finishing loading Dataset
2023-05-27 03:40:57.287 727:pos-tag                INFO   pretrained the encoder
2023-05-27 03:41:00.803 755:pos-tag                INFO   Probimg Model Parameters 179177
2023-05-27 03:41:00.805 756:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='Salesforce/codet5-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=4, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codet5', model_name_or_path='Salesforce/codet5-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_codet5models/1/layer_4', posratio=0.5, seed=179, token_config='Salesforce/codet5-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-05-27 03:41:00.806 178:pos-tag                INFO   save steps 1
2023-05-27 03:41:02.378 217:pos-tag                INFO   ***** Running training *****
2023-05-27 03:41:02.379 218:pos-tag                INFO     Num examples = 880
2023-05-27 03:41:02.379 219:pos-tag                INFO     Num Epochs = 5
2023-05-27 03:41:02.379 220:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-05-27 03:41:02.379 224:pos-tag                INFO     Total train batch size = 64
2023-05-27 03:41:02.379 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-27 03:41:02.379 231:pos-tag                INFO     Total optimization steps = 70
2023-05-27 03:41:04.813 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 03:41:04.813 352:pos-tag                INFO     Num examples = 293
2023-05-27 03:41:04.813 353:pos-tag                INFO     Batch size = 32
2023-05-27 03:41:11.797 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 03:41:11.797 401:pos-tag                INFO     eval_acc = 0.0097
2023-05-27 03:41:11.797 401:pos-tag                INFO     eval_f1 = 0.0025
2023-05-27 03:41:11.797 401:pos-tag                INFO     eval_mcc = 0.0084
2023-05-27 03:41:11.797 401:pos-tag                INFO     eval_precision = 0.0079
2023-05-27 03:41:11.797 401:pos-tag                INFO     eval_recall = 0.0025
2023-05-27 03:41:11.798 293:pos-tag                INFO     ********************
2023-05-27 03:41:11.798 294:pos-tag                INFO     Best f1:0.0025
2023-05-27 03:41:11.798 295:pos-tag                INFO     ********************
2023-05-27 03:41:13.488 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_codet5models/1/layer_4/checkpoint-best-f1/model.bin
2023-05-27 03:41:13.489 315:pos-tag                INFO     ********************
2023-05-27 03:41:13.489 316:pos-tag                INFO     Best MCC:0.0084
2023-05-27 03:41:13.489 317:pos-tag                INFO     ********************
2023-05-27 03:41:15.537 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_codet5models/1/layer_4/checkpoint-best-mcc/model.bin
2023-05-27 03:41:17.121 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 03:41:17.122 352:pos-tag                INFO     Num examples = 293
2023-05-27 03:41:17.122 353:pos-tag                INFO     Batch size = 32
2023-05-27 03:41:23.934 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 03:41:23.936 401:pos-tag                INFO     eval_acc = 0.01
2023-05-27 03:41:23.936 401:pos-tag                INFO     eval_f1 = 0.0025
2023-05-27 03:41:23.936 401:pos-tag                INFO     eval_mcc = 0.0086
2023-05-27 03:41:23.936 401:pos-tag                INFO     eval_precision = 0.0086
2023-05-27 03:41:23.936 401:pos-tag                INFO     eval_recall = 0.0026
