2023-06-05 07:54:37.161 676:pos-tag                DEBUG  main message
2023-06-05 07:54:37.162 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-05 07:54:37.956 702:pos-tag                INFO   Load Dataset
2023-06-05 07:54:37.958 706:pos-tag                INFO   Num of Class 233
2023-06-05 07:54:41.706 729:pos-tag                INFO   Finishing loading Dataset
2023-06-05 07:54:41.707 746:pos-tag                INFO   pretrained the encoder
2023-06-05 07:54:44.814 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-05 07:54:44.815 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=11, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/3/layer_11', posratio=0.5, seed=12, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-05 07:54:44.816 185:pos-tag                INFO   save steps 1
2023-06-05 07:54:46.857 224:pos-tag                INFO   ***** Running training *****
2023-06-05 07:54:46.858 225:pos-tag                INFO     Num examples = 880
2023-06-05 07:54:46.865 226:pos-tag                INFO     Num Epochs = 5
2023-06-05 07:54:46.865 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-05 07:54:46.866 231:pos-tag                INFO     Total train batch size = 64
2023-06-05 07:54:46.866 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-05 07:54:46.866 238:pos-tag                INFO     Total optimization steps = 70
2023-06-05 07:54:48.602 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 07:54:48.603 359:pos-tag                INFO     Num examples = 293
2023-06-05 07:54:48.603 360:pos-tag                INFO     Batch size = 32
2023-06-05 07:54:51.600 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 07:54:51.601 408:pos-tag                INFO     eval_acc = 0.0023
2023-06-05 07:54:51.601 408:pos-tag                INFO     eval_f1 = 0.0014
2023-06-05 07:54:51.601 408:pos-tag                INFO     eval_mcc = -0.0022
2023-06-05 07:54:51.601 408:pos-tag                INFO     eval_precision = 0.0032
2023-06-05 07:54:51.601 408:pos-tag                INFO     eval_recall = 0.002
2023-06-05 07:54:51.602 300:pos-tag                INFO     ********************
2023-06-05 07:54:51.602 301:pos-tag                INFO     Best f1:0.0014
2023-06-05 07:54:51.602 302:pos-tag                INFO     ********************
2023-06-05 07:54:53.086 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_11/checkpoint-best-f1/model.bin
2023-06-05 07:54:53.626 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 07:54:53.626 359:pos-tag                INFO     Num examples = 293
2023-06-05 07:54:53.626 360:pos-tag                INFO     Batch size = 32
2023-06-05 07:54:56.138 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 07:54:56.139 408:pos-tag                INFO     eval_acc = 0.0029
2023-06-05 07:54:56.139 408:pos-tag                INFO     eval_f1 = 0.0015
2023-06-05 07:54:56.139 408:pos-tag                INFO     eval_mcc = -0.0025
2023-06-05 07:54:56.140 408:pos-tag                INFO     eval_precision = 0.0036
2023-06-05 07:54:56.140 408:pos-tag                INFO     eval_recall = 0.0022
2023-06-05 07:54:56.140 300:pos-tag                INFO     ********************
2023-06-05 07:54:56.140 301:pos-tag                INFO     Best f1:0.0015
2023-06-05 07:54:56.140 302:pos-tag                INFO     ********************
2023-06-05 07:54:57.797 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_11/checkpoint-best-f1/model.bin
2023-06-05 07:54:58.336 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 07:54:58.337 359:pos-tag                INFO     Num examples = 293
2023-06-05 07:54:58.337 360:pos-tag                INFO     Batch size = 32
2023-06-05 07:55:00.854 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 07:55:00.855 408:pos-tag                INFO     eval_acc = 0.005
2023-06-05 07:55:00.855 408:pos-tag                INFO     eval_f1 = 0.002
2023-06-05 07:55:00.855 408:pos-tag                INFO     eval_mcc = -0.0028
2023-06-05 07:55:00.855 408:pos-tag                INFO     eval_precision = 0.0046
2023-06-05 07:55:00.855 408:pos-tag                INFO     eval_recall = 0.0029
2023-06-05 07:55:00.856 300:pos-tag                INFO     ********************
2023-06-05 07:55:00.856 301:pos-tag                INFO     Best f1:0.002
2023-06-05 07:55:00.856 302:pos-tag                INFO     ********************
2023-06-05 07:55:02.582 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/3/layer_11/checkpoint-best-f1/model.bin
2023-06-05 07:55:03.145 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-05 07:55:03.145 359:pos-tag                INFO     Num examples = 293
2023-06-05 07:55:03.145 360:pos-tag                INFO     Batch size = 32
2023-06-05 07:55:05.613 406:pos-tag                INFO   ***** Eval results *****
2023-06-05 07:55:05.615 408:pos-tag                INFO     eval_acc = 0.0091
