2023-05-20 00:24:47.943 917:isIngraph              DEBUG  main message
2023-05-20 00:24:47.944 923:isIngraph              WARNING device: cuda, n_gpu: 1
2023-05-20 00:24:48.666 938:isIngraph              INFO   Load Dataset
2023-05-20 00:25:25.377 247:isInGraph              INFO   Load Span file and Graph data, data path: ../datasets/java250/isINGraphs/unixcoder/unixcoder_train_ddg_cleaned.pt
2023-05-20 00:25:27.861 301:isInGraph              INFO   Labels Counter({1: 49712, 0: 49705})
2023-05-20 00:25:27.896 247:isInGraph              INFO   Load Span file and Graph data, data path: ../datasets/java250/isINGraphs/unixcoder/unixcoder_valid_ddg_cleaned.pt
2023-05-20 00:25:29.970 301:isInGraph              INFO   Labels Counter({1: 16598, 0: 16598})
2023-05-20 00:25:30.010 247:isInGraph              INFO   Load Span file and Graph data, data path: ../datasets/java250/isINGraphs/unixcoder/unixcoder_test_ddg_cleaned.pt
2023-05-20 00:25:31.664 301:isInGraph              INFO   Labels Counter({1: 16196, 0: 16189})
2023-05-20 00:25:31.664 306:isInGraph              INFO   *** Example ***
2023-05-20 00:25:31.665 307:isInGraph              INFO   idx: s816082989_sort
2023-05-20 00:25:31.665 308:isInGraph              INFO   label: 1
2023-05-20 00:25:31.708 309:isInGraph              INFO   input_tokens_1: ['write', '(', 'arr', ')']
2023-05-20 00:25:31.708 317:isInGraph              INFO   input_ids_1: 81 85
2023-05-20 00:25:31.708 324:isInGraph              INFO   input_tokens_reverse_1: Ġwrite ( arr );
2023-05-20 00:25:31.709 334:isInGraph              INFO   input_tokens_2: ['arr', '[', 'j', ']', '_=', '_key']
2023-05-20 00:25:31.709 342:isInGraph              INFO   input_ids_2: 62 68
2023-05-20 00:25:31.709 349:isInGraph              INFO   input_tokens_reverse_2: Ġarr [ j ] Ġ= Ġkey
2023-05-20 00:25:31.710 306:isInGraph              INFO   *** Example ***
2023-05-20 00:25:31.710 307:isInGraph              INFO   idx: s033252213_solve
2023-05-20 00:25:31.710 308:isInGraph              INFO   label: 1
2023-05-20 00:25:31.710 309:isInGraph              INFO   input_tokens_1: ['N', '_+', '_b', 'D']
2023-05-20 00:25:31.711 317:isInGraph              INFO   input_ids_1: 46 50
