2023-05-28 05:20:04.023 669:pos-tag                DEBUG  main message
2023-05-28 05:20:04.023 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-28 05:20:04.703 695:pos-tag                INFO   Load Dataset
2023-05-28 05:20:04.704 699:pos-tag                INFO   Num of Class 233
2023-05-28 05:20:07.988 719:pos-tag                INFO   Finishing loading Dataset
2023-05-28 05:20:07.989 724:pos-tag                INFO   Random Initialize the encoder
2023-05-28 05:20:12.312 755:pos-tag                INFO   Probimg Model Parameters 179177
2023-05-28 05:20:12.313 756:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='Salesforce/codet5-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=1, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codet5', model_name_or_path='Salesforce/codet5-base', n_gpu=1, output_dir='./pos_res_java/random/saved_codet5models/4/layer_1', posratio=0.5, seed=886, token_config='Salesforce/codet5-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-05-28 05:20:12.315 178:pos-tag                INFO   save steps 2
2023-05-28 05:20:14.536 217:pos-tag                INFO   ***** Running training *****
2023-05-28 05:20:14.536 218:pos-tag                INFO     Num examples = 880
2023-05-28 05:20:14.536 219:pos-tag                INFO     Num Epochs = 5
2023-05-28 05:20:14.536 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-05-28 05:20:14.536 224:pos-tag                INFO     Total train batch size = 32
2023-05-28 05:20:14.536 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-28 05:20:14.537 231:pos-tag                INFO     Total optimization steps = 140
2023-05-28 05:20:17.732 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-28 05:20:17.732 352:pos-tag                INFO     Num examples = 293
2023-05-28 05:20:17.732 353:pos-tag                INFO     Batch size = 32
2023-05-28 05:20:27.935 399:pos-tag                INFO   ***** Eval results *****
2023-05-28 05:20:27.936 401:pos-tag                INFO     eval_acc = 0.0248
2023-05-28 05:20:27.936 401:pos-tag                INFO     eval_f1 = 0.0024
2023-05-28 05:20:27.936 401:pos-tag                INFO     eval_mcc = 0.0158
2023-05-28 05:20:27.936 401:pos-tag                INFO     eval_precision = 0.0072
2023-05-28 05:20:27.936 401:pos-tag                INFO     eval_recall = 0.0021
2023-05-28 05:20:27.937 293:pos-tag                INFO     ********************
2023-05-28 05:20:27.937 294:pos-tag                INFO     Best f1:0.0024
2023-05-28 05:20:27.937 295:pos-tag                INFO     ********************
2023-05-28 05:20:30.120 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/4/layer_1/checkpoint-best-f1/model.bin
2023-05-28 05:20:30.121 315:pos-tag                INFO     ********************
2023-05-28 05:20:30.121 316:pos-tag                INFO     Best MCC:0.0158
2023-05-28 05:20:30.122 317:pos-tag                INFO     ********************
2023-05-28 05:20:32.353 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/4/layer_1/checkpoint-best-mcc/model.bin
2023-05-28 05:20:34.618 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-28 05:20:34.618 352:pos-tag                INFO     Num examples = 293
2023-05-28 05:20:34.619 353:pos-tag                INFO     Batch size = 32
2023-05-28 05:20:44.348 399:pos-tag                INFO   ***** Eval results *****
2023-05-28 05:20:44.348 401:pos-tag                INFO     eval_acc = 0.0509
2023-05-28 05:20:44.349 401:pos-tag                INFO     eval_f1 = 0.0035
2023-05-28 05:20:44.349 401:pos-tag                INFO     eval_mcc = 0.0365
2023-05-28 05:20:44.349 401:pos-tag                INFO     eval_precision = 0.007
2023-05-28 05:20:44.349 401:pos-tag                INFO     eval_recall = 0.0032
2023-05-28 05:20:44.349 293:pos-tag                INFO     ********************
2023-05-28 05:20:44.349 294:pos-tag                INFO     Best f1:0.0035
2023-05-28 05:20:44.349 295:pos-tag                INFO     ********************
2023-05-28 05:20:46.813 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/4/layer_1/checkpoint-best-f1/model.bin
2023-05-28 05:20:46.813 315:pos-tag                INFO     ********************
2023-05-28 05:20:46.813 316:pos-tag                INFO     Best MCC:0.0365
2023-05-28 05:20:46.814 317:pos-tag                INFO     ********************
2023-05-28 05:20:49.419 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/4/layer_1/checkpoint-best-mcc/model.bin
2023-05-28 05:20:51.680 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-28 05:20:51.681 352:pos-tag                INFO     Num examples = 293
