2023-01-15 12:37:22.652 669:pos-tag                DEBUG  main message
2023-01-15 12:37:22.652 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-01-15 12:37:24.748 690:pos-tag                INFO   Load Dataset
2023-01-15 12:37:24.748 694:pos-tag                INFO   Num of Class 229
2023-01-15 12:37:27.702 714:pos-tag                INFO   Finishing loading Dataset
2023-01-15 12:37:27.703 718:pos-tag                INFO   Random Initialize the encoder
2023-01-15 12:37:29.022 733:pos-tag                INFO   Probimg Model Parameters 176101
2023-01-15 12:37:29.022 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/graphcodebert-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=3, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='graphcodebert', model_name_or_path='microsoft/graphcodebert-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_graphcodebertmodels/2/layer_3', posratio=0.5, seed=914, token_config='microsoft/graphcodebert-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-01-15 12:37:29.023 178:pos-tag                INFO   save steps 3
2023-01-15 12:37:30.072 217:pos-tag                INFO   ***** Running training *****
2023-01-15 12:37:30.072 218:pos-tag                INFO     Num examples = 1200
2023-01-15 12:37:30.073 219:pos-tag                INFO     Num Epochs = 5
2023-01-15 12:37:30.073 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-01-15 12:37:30.073 224:pos-tag                INFO     Total train batch size = 32
2023-01-15 12:37:30.073 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-01-15 12:37:30.073 231:pos-tag                INFO     Total optimization steps = 190
2023-01-15 12:37:31.673 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 12:37:31.683 352:pos-tag                INFO     Num examples = 400
2023-01-15 12:37:31.683 353:pos-tag                INFO     Batch size = 32
2023-01-15 12:37:36.725 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 12:37:36.725 401:pos-tag                INFO     eval_acc = 0.0072
2023-01-15 12:37:36.736 401:pos-tag                INFO     eval_f1 = 0.0011
2023-01-15 12:37:36.736 401:pos-tag                INFO     eval_mcc = 0.0037
2023-01-15 12:37:36.736 401:pos-tag                INFO     eval_precision = 0.003
2023-01-15 12:37:36.736 401:pos-tag                INFO     eval_recall = 0.0018
2023-01-15 12:37:36.737 293:pos-tag                INFO     ********************
2023-01-15 12:37:36.737 294:pos-tag                INFO     Best f1:0.0011
2023-01-15 12:37:36.737 295:pos-tag                INFO     ********************
2023-01-15 12:37:37.408 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_graphcodebertmodels/2/layer_3/checkpoint-best-f1/model.bin
2023-01-15 12:37:37.408 315:pos-tag                INFO     ********************
