2022-08-29 01:22:27.572 669:pos-tag                DEBUG  main message
2022-08-29 01:22:27.572 675:pos-tag                WARNING device: cuda, n_gpu: 1
2022-08-29 01:22:30.747 690:pos-tag                INFO   Load Dataset
2022-08-29 01:22:30.747 694:pos-tag                INFO   Num of Class 133
2022-08-29 01:22:33.761 714:pos-tag                INFO   Finishing loading Dataset
2022-08-29 01:22:33.761 721:pos-tag                INFO   pretrained the encoder
2022-08-29 01:22:35.651 733:pos-tag                INFO   Probimg Model Parameters 102277
2022-08-29 01:22:35.651 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/codebert-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=10, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codebert', model_name_or_path='microsoft/codebert-base', n_gpu=1, output_dir='./pos_res_poj/plm/saved_codebertmodels/4/layer_10', posratio=0.5, seed=970, token_config='microsoft/codebert-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2022-08-29 01:22:35.651 178:pos-tag                INFO   save steps 1
2022-08-29 01:22:36.599 217:pos-tag                INFO   ***** Running training *****
2022-08-29 01:22:36.599 218:pos-tag                INFO     Num examples = 1200
2022-08-29 01:22:36.599 219:pos-tag                INFO     Num Epochs = 5
2022-08-29 01:22:36.599 220:pos-tag                INFO     Instantaneous batch size per GPU = 64
2022-08-29 01:22:36.600 224:pos-tag                INFO     Total train batch size = 64
2022-08-29 01:22:36.600 228:pos-tag                INFO     Gradient Accumulation steps = 1
2022-08-29 01:22:36.600 231:pos-tag                INFO     Total optimization steps = 95
2022-08-29 01:22:37.755 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 01:22:37.756 352:pos-tag                INFO     Num examples = 400
2022-08-29 01:22:37.756 353:pos-tag                INFO     Batch size = 32
2022-08-29 01:22:42.494 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 01:22:42.494 401:pos-tag                INFO     eval_acc = 0.0043
2022-08-29 01:22:42.494 401:pos-tag                INFO     eval_f1 = 0.0014
2022-08-29 01:22:42.494 401:pos-tag                INFO     eval_mcc = -0.0003
2022-08-29 01:22:42.494 401:pos-tag                INFO     eval_precision = 0.0079
2022-08-29 01:22:42.494 401:pos-tag                INFO     eval_recall = 0.0025
2022-08-29 01:22:42.494 293:pos-tag                INFO     ********************
2022-08-29 01:22:42.494 294:pos-tag                INFO     Best f1:0.0014
2022-08-29 01:22:42.494 295:pos-tag                INFO     ********************
2022-08-29 01:22:43.106 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codebertmodels/4/layer_10/checkpoint-best-f1/model.bin
2022-08-29 01:22:43.880 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 01:22:43.880 352:pos-tag                INFO     Num examples = 400
2022-08-29 01:22:43.880 353:pos-tag                INFO     Batch size = 32
2022-08-29 01:22:48.602 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 01:22:48.602 401:pos-tag                INFO     eval_acc = 0.0051
2022-08-29 01:22:48.602 401:pos-tag                INFO     eval_f1 = 0.0017
2022-08-29 01:22:48.602 401:pos-tag                INFO     eval_mcc = 0.0002
2022-08-29 01:22:48.602 401:pos-tag                INFO     eval_precision = 0.0085
2022-08-29 01:22:48.602 401:pos-tag                INFO     eval_recall = 0.0027
2022-08-29 01:22:48.602 293:pos-tag                INFO     ********************
2022-08-29 01:22:48.602 294:pos-tag                INFO     Best f1:0.0017
2022-08-29 01:22:48.603 295:pos-tag                INFO     ********************
2022-08-29 01:22:49.921 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codebertmodels/4/layer_10/checkpoint-best-f1/model.bin
2022-08-29 01:22:49.921 315:pos-tag                INFO     ********************
2022-08-29 01:22:49.922 316:pos-tag                INFO     Best MCC:0.0002
2022-08-29 01:22:49.922 317:pos-tag                INFO     ********************
2022-08-29 01:22:50.555 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codebertmodels/4/layer_10/checkpoint-best-mcc/model.bin
2022-08-29 01:22:51.350 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 01:22:51.351 352:pos-tag                INFO     Num examples = 400
2022-08-29 01:22:51.351 353:pos-tag                INFO     Batch size = 32
2022-08-29 01:22:56.072 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 01:22:56.072 401:pos-tag                INFO     eval_acc = 0.0072
2022-08-29 01:22:56.072 401:pos-tag                INFO     eval_f1 = 0.0023
2022-08-29 01:22:56.072 401:pos-tag                INFO     eval_mcc = 0.0017
2022-08-29 01:22:56.072 401:pos-tag                INFO     eval_precision = 0.0101
2022-08-29 01:22:56.072 401:pos-tag                INFO     eval_recall = 0.0031
2022-08-29 01:22:56.072 293:pos-tag                INFO     ********************
2022-08-29 01:22:56.072 294:pos-tag                INFO     Best f1:0.0023
2022-08-29 01:22:56.072 295:pos-tag                INFO     ********************
2022-08-29 01:22:57.379 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codebertmodels/4/layer_10/checkpoint-best-f1/model.bin
2022-08-29 01:22:57.380 315:pos-tag                INFO     ********************
2022-08-29 01:22:57.380 316:pos-tag                INFO     Best MCC:0.0017
2022-08-29 01:22:57.380 317:pos-tag                INFO     ********************
2022-08-29 01:22:59.136 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codebertmodels/4/layer_10/checkpoint-best-mcc/model.bin
2022-08-29 01:22:59.925 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 01:22:59.926 352:pos-tag                INFO     Num examples = 400
2022-08-29 01:22:59.926 353:pos-tag                INFO     Batch size = 32
2022-08-29 01:23:04.648 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 01:23:04.648 401:pos-tag                INFO     eval_acc = 0.0111
2022-08-29 01:23:04.648 401:pos-tag                INFO     eval_f1 = 0.0035
2022-08-29 01:23:04.648 401:pos-tag                INFO     eval_mcc = 0.0044
2022-08-29 01:23:04.649 401:pos-tag                INFO     eval_precision = 0.0117
2022-08-29 01:23:04.649 401:pos-tag                INFO     eval_recall = 0.0041
2022-08-29 01:23:04.649 293:pos-tag                INFO     ********************
2022-08-29 01:23:04.649 294:pos-tag                INFO     Best f1:0.0035
2022-08-29 01:23:04.649 295:pos-tag                INFO     ********************
2022-08-29 01:23:05.960 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codebertmodels/4/layer_10/checkpoint-best-f1/model.bin
2022-08-29 01:23:05.960 315:pos-tag                INFO     ********************
2022-08-29 01:23:05.960 316:pos-tag                INFO     Best MCC:0.0044
2022-08-29 01:23:05.960 317:pos-tag                INFO     ********************
2022-08-29 01:23:07.792 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_codebertmodels/4/layer_10/checkpoint-best-mcc/model.bin
2022-08-29 01:23:08.586 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 01:23:08.586 352:pos-tag                INFO     Num examples = 400
2022-08-29 01:23:08.586 353:pos-tag                INFO     Batch size = 32
2022-08-29 01:23:13.312 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 01:23:13.312 401:pos-tag                INFO     eval_acc = 0.0184
2022-08-29 01:23:13.312 401:pos-tag                INFO     eval_f1 = 0.0056
