2023-01-15 15:48:08.416 669:pos-tag                DEBUG  main message
2023-01-15 15:48:08.416 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-01-15 15:48:10.555 690:pos-tag                INFO   Load Dataset
2023-01-15 15:48:10.556 694:pos-tag                INFO   Num of Class 229
2023-01-15 15:48:13.525 714:pos-tag                INFO   Finishing loading Dataset
2023-01-15 15:48:13.526 721:pos-tag                INFO   pretrained the encoder
2023-01-15 15:48:14.551 733:pos-tag                INFO   Probimg Model Parameters 176101
2023-01-15 15:48:14.552 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/graphcodebert-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=11, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='graphcodebert', model_name_or_path='microsoft/graphcodebert-base', n_gpu=1, output_dir='./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11', posratio=0.5, seed=892, token_config='microsoft/graphcodebert-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-01-15 15:48:14.552 178:pos-tag                INFO   save steps 1
2023-01-15 15:48:15.479 217:pos-tag                INFO   ***** Running training *****
2023-01-15 15:48:15.479 218:pos-tag                INFO     Num examples = 1200
2023-01-15 15:48:15.479 219:pos-tag                INFO     Num Epochs = 5
2023-01-15 15:48:15.479 220:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-01-15 15:48:15.479 224:pos-tag                INFO     Total train batch size = 64
2023-01-15 15:48:15.479 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-01-15 15:48:15.479 231:pos-tag                INFO     Total optimization steps = 95
2023-01-15 15:48:16.693 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 15:48:16.693 352:pos-tag                INFO     Num examples = 400
2023-01-15 15:48:16.693 353:pos-tag                INFO     Batch size = 32
2023-01-15 15:48:21.711 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 15:48:21.711 401:pos-tag                INFO     eval_acc = 0.0049
2023-01-15 15:48:21.711 401:pos-tag                INFO     eval_f1 = 0.001
2023-01-15 15:48:21.711 401:pos-tag                INFO     eval_mcc = 0.0015
2023-01-15 15:48:21.711 401:pos-tag                INFO     eval_precision = 0.0031
2023-01-15 15:48:21.711 401:pos-tag                INFO     eval_recall = 0.0013
2023-01-15 15:48:21.712 293:pos-tag                INFO     ********************
2023-01-15 15:48:21.712 294:pos-tag                INFO     Best f1:0.001
2023-01-15 15:48:21.712 295:pos-tag                INFO     ********************
2023-01-15 15:48:22.391 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-f1/model.bin
2023-01-15 15:48:22.391 315:pos-tag                INFO     ********************
2023-01-15 15:48:22.391 316:pos-tag                INFO     Best MCC:0.0015
2023-01-15 15:48:22.391 317:pos-tag                INFO     ********************
2023-01-15 15:48:23.048 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-mcc/model.bin
2023-01-15 15:48:23.825 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 15:48:23.825 352:pos-tag                INFO     Num examples = 400
2023-01-15 15:48:23.825 353:pos-tag                INFO     Batch size = 32
2023-01-15 15:48:28.581 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 15:48:28.581 401:pos-tag                INFO     eval_acc = 0.0055
2023-01-15 15:48:28.581 401:pos-tag                INFO     eval_f1 = 0.0011
2023-01-15 15:48:28.581 401:pos-tag                INFO     eval_mcc = 0.0018
2023-01-15 15:48:28.581 401:pos-tag                INFO     eval_precision = 0.0032
2023-01-15 15:48:28.581 401:pos-tag                INFO     eval_recall = 0.0014
2023-01-15 15:48:28.581 293:pos-tag                INFO     ********************
2023-01-15 15:48:28.581 294:pos-tag                INFO     Best f1:0.0011
2023-01-15 15:48:28.581 295:pos-tag                INFO     ********************
2023-01-15 15:48:29.558 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-f1/model.bin
2023-01-15 15:48:29.559 315:pos-tag                INFO     ********************
2023-01-15 15:48:29.559 316:pos-tag                INFO     Best MCC:0.0018
2023-01-15 15:48:29.559 317:pos-tag                INFO     ********************
2023-01-15 15:48:30.476 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-mcc/model.bin
2023-01-15 15:48:31.273 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 15:48:31.273 352:pos-tag                INFO     Num examples = 400
2023-01-15 15:48:31.273 353:pos-tag                INFO     Batch size = 32
2023-01-15 15:48:36.033 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 15:48:36.033 401:pos-tag                INFO     eval_acc = 0.0068
2023-01-15 15:48:36.033 401:pos-tag                INFO     eval_f1 = 0.0013
2023-01-15 15:48:36.033 401:pos-tag                INFO     eval_mcc = 0.0026
2023-01-15 15:48:36.033 401:pos-tag                INFO     eval_precision = 0.0038
2023-01-15 15:48:36.033 401:pos-tag                INFO     eval_recall = 0.0016
2023-01-15 15:48:36.034 293:pos-tag                INFO     ********************
2023-01-15 15:48:36.034 294:pos-tag                INFO     Best f1:0.0013
2023-01-15 15:48:36.034 295:pos-tag                INFO     ********************
2023-01-15 15:48:36.968 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-f1/model.bin
2023-01-15 15:48:36.968 315:pos-tag                INFO     ********************
2023-01-15 15:48:36.969 316:pos-tag                INFO     Best MCC:0.0026
2023-01-15 15:48:36.969 317:pos-tag                INFO     ********************
2023-01-15 15:48:37.903 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-mcc/model.bin
2023-01-15 15:48:38.707 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 15:48:38.707 352:pos-tag                INFO     Num examples = 400
2023-01-15 15:48:38.707 353:pos-tag                INFO     Batch size = 32
2023-01-15 15:48:43.470 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 15:48:43.470 401:pos-tag                INFO     eval_acc = 0.0091
2023-01-15 15:48:43.470 401:pos-tag                INFO     eval_f1 = 0.0016
2023-01-15 15:48:43.470 401:pos-tag                INFO     eval_mcc = 0.0041
2023-01-15 15:48:43.470 401:pos-tag                INFO     eval_precision = 0.0042
2023-01-15 15:48:43.470 401:pos-tag                INFO     eval_recall = 0.002
2023-01-15 15:48:43.470 293:pos-tag                INFO     ********************
2023-01-15 15:48:43.470 294:pos-tag                INFO     Best f1:0.0016
2023-01-15 15:48:43.470 295:pos-tag                INFO     ********************
2023-01-15 15:48:44.428 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-f1/model.bin
2023-01-15 15:48:44.428 315:pos-tag                INFO     ********************
2023-01-15 15:48:44.429 316:pos-tag                INFO     Best MCC:0.0041
2023-01-15 15:48:44.429 317:pos-tag                INFO     ********************
2023-01-15 15:48:45.357 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_graphcodebertmodels/3/layer_11/checkpoint-best-mcc/model.bin
2023-01-15 15:48:46.165 351:pos-tag                INFO   ***** Running evaluation *****
2023-01-15 15:48:46.166 352:pos-tag                INFO     Num examples = 400
2023-01-15 15:48:46.166 353:pos-tag                INFO     Batch size = 32
2023-01-15 15:48:50.932 399:pos-tag                INFO   ***** Eval results *****
2023-01-15 15:48:50.932 401:pos-tag                INFO     eval_acc = 0.013
2023-01-15 15:48:50.932 401:pos-tag                INFO     eval_f1 = 0.0021
2023-01-15 15:48:50.932 401:pos-tag                INFO     eval_mcc = 0.0068
2023-01-15 15:48:50.933 401:pos-tag                INFO     eval_precision = 0.0049
2023-01-15 15:48:50.933 401:pos-tag                INFO     eval_recall = 0.0026
