2023-06-04 18:48:17.527 676:pos-tag                DEBUG  main message
2023-06-04 18:48:17.528 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 18:48:18.310 702:pos-tag                INFO   Load Dataset
2023-06-04 18:48:18.312 706:pos-tag                INFO   Num of Class 229
2023-06-04 18:48:25.806 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 18:48:25.807 746:pos-tag                INFO   pretrained the encoder
2023-06-04 18:48:29.080 765:pos-tag                INFO   Probimg Model Parameters 176101
2023-06-04 18:48:29.080 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=9, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_poj/plm/saved_unixcodermodels/1/layer_9', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-04 18:48:29.081 185:pos-tag                INFO   save steps 1
2023-06-04 18:48:31.283 224:pos-tag                INFO   ***** Running training *****
2023-06-04 18:48:31.283 225:pos-tag                INFO     Num examples = 1200
2023-06-04 18:48:31.283 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 18:48:31.284 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-04 18:48:31.284 231:pos-tag                INFO     Total train batch size = 64
2023-06-04 18:48:31.284 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 18:48:31.284 238:pos-tag                INFO     Total optimization steps = 95
2023-06-04 18:48:32.885 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 18:48:32.886 359:pos-tag                INFO     Num examples = 400
2023-06-04 18:48:32.886 360:pos-tag                INFO     Batch size = 32
2023-06-04 18:48:36.885 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 18:48:36.885 408:pos-tag                INFO     eval_acc = 0.0004
2023-06-04 18:48:36.885 408:pos-tag                INFO     eval_f1 = 0.0002
2023-06-04 18:48:36.885 408:pos-tag                INFO     eval_mcc = -0.0022
2023-06-04 18:48:36.885 408:pos-tag                INFO     eval_precision = 0.0066
2023-06-04 18:48:36.886 408:pos-tag                INFO     eval_recall = 0.0029
2023-06-04 18:48:36.886 300:pos-tag                INFO     ********************
2023-06-04 18:48:36.886 301:pos-tag                INFO     Best f1:0.0002
2023-06-04 18:48:36.886 302:pos-tag                INFO     ********************
2023-06-04 18:48:38.336 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-f1/model.bin
2023-06-04 18:48:38.878 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 18:48:38.878 359:pos-tag                INFO     Num examples = 400
2023-06-04 18:48:38.879 360:pos-tag                INFO     Batch size = 32
2023-06-04 18:48:42.301 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 18:48:42.302 408:pos-tag                INFO     eval_acc = 0.0005
2023-06-04 18:48:42.302 408:pos-tag                INFO     eval_f1 = 0.0002
2023-06-04 18:48:42.302 408:pos-tag                INFO     eval_mcc = -0.0025
2023-06-04 18:48:42.302 408:pos-tag                INFO     eval_precision = 0.0065
2023-06-04 18:48:42.302 408:pos-tag                INFO     eval_recall = 0.0029
2023-06-04 18:48:42.302 300:pos-tag                INFO     ********************
2023-06-04 18:48:42.303 301:pos-tag                INFO     Best f1:0.0002
2023-06-04 18:48:42.303 302:pos-tag                INFO     ********************
2023-06-04 18:48:43.855 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-f1/model.bin
2023-06-04 18:48:44.415 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 18:48:44.416 359:pos-tag                INFO     Num examples = 400
2023-06-04 18:48:44.416 360:pos-tag                INFO     Batch size = 32
2023-06-04 18:48:47.863 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 18:48:47.865 408:pos-tag                INFO     eval_acc = 0.0011
2023-06-04 18:48:47.865 408:pos-tag                INFO     eval_f1 = 0.0003
2023-06-04 18:48:47.865 408:pos-tag                INFO     eval_mcc = -0.003
2023-06-04 18:48:47.865 408:pos-tag                INFO     eval_precision = 0.0039
2023-06-04 18:48:47.865 408:pos-tag                INFO     eval_recall = 0.003
2023-06-04 18:48:47.866 300:pos-tag                INFO     ********************
2023-06-04 18:48:47.866 301:pos-tag                INFO     Best f1:0.0003
2023-06-04 18:48:47.866 302:pos-tag                INFO     ********************
2023-06-04 18:48:49.330 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-f1/model.bin
2023-06-04 18:48:49.882 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 18:48:49.882 359:pos-tag                INFO     Num examples = 400
2023-06-04 18:48:49.883 360:pos-tag                INFO     Batch size = 32
2023-06-04 18:48:53.549 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 18:48:53.550 408:pos-tag                INFO     eval_acc = 0.004
2023-06-04 18:48:53.550 408:pos-tag                INFO     eval_f1 = 0.0006
2023-06-04 18:48:53.550 408:pos-tag                INFO     eval_mcc = -0.003
2023-06-04 18:48:53.550 408:pos-tag                INFO     eval_precision = 0.0043
2023-06-04 18:48:53.550 408:pos-tag                INFO     eval_recall = 0.0033
2023-06-04 18:48:53.551 300:pos-tag                INFO     ********************
2023-06-04 18:48:53.551 301:pos-tag                INFO     Best f1:0.0006
2023-06-04 18:48:53.551 302:pos-tag                INFO     ********************
2023-06-04 18:48:54.967 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-f1/model.bin
2023-06-04 18:48:55.484 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 18:48:55.484 359:pos-tag                INFO     Num examples = 400
2023-06-04 18:48:55.484 360:pos-tag                INFO     Batch size = 32
2023-06-04 18:48:58.714 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 18:48:58.715 408:pos-tag                INFO     eval_acc = 0.0138
2023-06-04 18:48:58.715 408:pos-tag                INFO     eval_f1 = 0.0011
2023-06-04 18:48:58.715 408:pos-tag                INFO     eval_mcc = 0.0004
2023-06-04 18:48:58.715 408:pos-tag                INFO     eval_precision = 0.0053
2023-06-04 18:48:58.715 408:pos-tag                INFO     eval_recall = 0.0043
2023-06-04 18:48:58.715 300:pos-tag                INFO     ********************
2023-06-04 18:48:58.716 301:pos-tag                INFO     Best f1:0.0011
2023-06-04 18:48:58.716 302:pos-tag                INFO     ********************
2023-06-04 18:49:00.142 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-f1/model.bin
2023-06-04 18:49:00.142 322:pos-tag                INFO     ********************
2023-06-04 18:49:00.142 323:pos-tag                INFO     Best MCC:0.0004
2023-06-04 18:49:00.143 324:pos-tag                INFO     ********************
2023-06-04 18:49:01.554 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-mcc/model.bin
2023-06-04 18:49:02.068 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 18:49:02.068 359:pos-tag                INFO     Num examples = 400
2023-06-04 18:49:02.069 360:pos-tag                INFO     Batch size = 32
2023-06-04 18:49:05.287 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 18:49:05.287 408:pos-tag                INFO     eval_acc = 0.0297
2023-06-04 18:49:05.287 408:pos-tag                INFO     eval_f1 = 0.0013
2023-06-04 18:49:05.287 408:pos-tag                INFO     eval_mcc = 0.005
2023-06-04 18:49:05.287 408:pos-tag                INFO     eval_precision = 0.0071
2023-06-04 18:49:05.288 408:pos-tag                INFO     eval_recall = 0.0062
2023-06-04 18:49:05.288 300:pos-tag                INFO     ********************
2023-06-04 18:49:05.288 301:pos-tag                INFO     Best f1:0.0013
2023-06-04 18:49:05.288 302:pos-tag                INFO     ********************
2023-06-04 18:49:06.693 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-f1/model.bin
2023-06-04 18:49:06.694 322:pos-tag                INFO     ********************
2023-06-04 18:49:06.694 323:pos-tag                INFO     Best MCC:0.005
2023-06-04 18:49:06.694 324:pos-tag                INFO     ********************
2023-06-04 18:49:08.177 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/plm/saved_unixcodermodels/1/layer_9/checkpoint-best-mcc/model.bin
2023-06-04 18:49:08.700 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 18:49:08.701 359:pos-tag                INFO     Num examples = 400
