2022-08-29 06:36:05.437 669:pos-tag                DEBUG  main message
2022-08-29 06:36:05.437 675:pos-tag                WARNING device: cuda, n_gpu: 1
2022-08-29 06:36:08.625 690:pos-tag                INFO   Load Dataset
2022-08-29 06:36:08.626 694:pos-tag                INFO   Num of Class 133
2022-08-29 06:36:11.669 714:pos-tag                INFO   Finishing loading Dataset
2022-08-29 06:36:11.669 718:pos-tag                INFO   Random Initialize the encoder
2022-08-29 06:36:12.925 733:pos-tag                INFO   Probimg Model Parameters 102277
2022-08-29 06:36:12.925 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/codebert-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=3, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codebert', model_name_or_path='microsoft/codebert-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_codebertmodels/4/layer_3', posratio=0.5, seed=970, token_config='microsoft/codebert-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2022-08-29 06:36:12.926 178:pos-tag                INFO   save steps 3
2022-08-29 06:36:13.862 217:pos-tag                INFO   ***** Running training *****
2022-08-29 06:36:13.862 218:pos-tag                INFO     Num examples = 1200
2022-08-29 06:36:13.873 219:pos-tag                INFO     Num Epochs = 5
2022-08-29 06:36:13.873 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2022-08-29 06:36:13.873 224:pos-tag                INFO     Total train batch size = 32
2022-08-29 06:36:13.873 228:pos-tag                INFO     Gradient Accumulation steps = 1
2022-08-29 06:36:13.874 231:pos-tag                INFO     Total optimization steps = 190
2022-08-29 06:36:15.441 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 06:36:15.441 352:pos-tag                INFO     Num examples = 400
2022-08-29 06:36:15.441 353:pos-tag                INFO     Batch size = 32
2022-08-29 06:36:20.156 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 06:36:20.156 401:pos-tag                INFO     eval_acc = 0.0151
2022-08-29 06:36:20.157 401:pos-tag                INFO     eval_f1 = 0.0022
2022-08-29 06:36:20.157 401:pos-tag                INFO     eval_mcc = -0.0031
2022-08-29 06:36:20.157 401:pos-tag                INFO     eval_precision = 0.0109
2022-08-29 06:36:20.157 401:pos-tag                INFO     eval_recall = 0.0051
2022-08-29 06:36:20.157 293:pos-tag                INFO     ********************
2022-08-29 06:36:20.157 294:pos-tag                INFO     Best f1:0.0022
2022-08-29 06:36:20.157 295:pos-tag                INFO     ********************
2022-08-29 06:36:20.752 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-f1/model.bin
2022-08-29 06:36:21.967 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 06:36:21.967 352:pos-tag                INFO     Num examples = 400
2022-08-29 06:36:21.967 353:pos-tag                INFO     Batch size = 32
2022-08-29 06:36:26.685 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 06:36:26.685 401:pos-tag                INFO     eval_acc = 0.0336
2022-08-29 06:36:26.685 401:pos-tag                INFO     eval_f1 = 0.0034
2022-08-29 06:36:26.685 401:pos-tag                INFO     eval_mcc = -0.0028
2022-08-29 06:36:26.685 401:pos-tag                INFO     eval_precision = 0.0099
2022-08-29 06:36:26.685 401:pos-tag                INFO     eval_recall = 0.0062
2022-08-29 06:36:26.685 293:pos-tag                INFO     ********************
2022-08-29 06:36:26.686 294:pos-tag                INFO     Best f1:0.0034
2022-08-29 06:36:26.686 295:pos-tag                INFO     ********************
2022-08-29 06:36:27.583 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-f1/model.bin
2022-08-29 06:36:28.797 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 06:36:28.797 352:pos-tag                INFO     Num examples = 400
2022-08-29 06:36:28.797 353:pos-tag                INFO     Batch size = 32
2022-08-29 06:36:33.510 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 06:36:33.510 401:pos-tag                INFO     eval_acc = 0.0822
2022-08-29 06:36:33.510 401:pos-tag                INFO     eval_f1 = 0.0065
2022-08-29 06:36:33.510 401:pos-tag                INFO     eval_mcc = 0.0079
2022-08-29 06:36:33.510 401:pos-tag                INFO     eval_precision = 0.0132
2022-08-29 06:36:33.510 401:pos-tag                INFO     eval_recall = 0.0099
2022-08-29 06:36:33.510 293:pos-tag                INFO     ********************
2022-08-29 06:36:33.511 294:pos-tag                INFO     Best f1:0.0065
2022-08-29 06:36:33.511 295:pos-tag                INFO     ********************
2022-08-29 06:36:34.414 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-f1/model.bin
2022-08-29 06:36:34.414 315:pos-tag                INFO     ********************
2022-08-29 06:36:34.415 316:pos-tag                INFO     Best MCC:0.0079
2022-08-29 06:36:34.415 317:pos-tag                INFO     ********************
2022-08-29 06:36:35.046 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-mcc/model.bin
2022-08-29 06:36:36.251 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 06:36:36.251 352:pos-tag                INFO     Num examples = 400
2022-08-29 06:36:36.251 353:pos-tag                INFO     Batch size = 32
2022-08-29 06:36:40.952 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 06:36:40.952 401:pos-tag                INFO     eval_acc = 0.128
2022-08-29 06:36:40.952 401:pos-tag                INFO     eval_f1 = 0.0099
2022-08-29 06:36:40.952 401:pos-tag                INFO     eval_mcc = 0.0312
2022-08-29 06:36:40.952 401:pos-tag                INFO     eval_precision = 0.0276
2022-08-29 06:36:40.952 401:pos-tag                INFO     eval_recall = 0.0148
2022-08-29 06:36:40.953 293:pos-tag                INFO     ********************
2022-08-29 06:36:40.953 294:pos-tag                INFO     Best f1:0.0099
2022-08-29 06:36:40.953 295:pos-tag                INFO     ********************
2022-08-29 06:36:42.155 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-f1/model.bin
2022-08-29 06:36:42.156 315:pos-tag                INFO     ********************
2022-08-29 06:36:42.156 316:pos-tag                INFO     Best MCC:0.0312
2022-08-29 06:36:42.156 317:pos-tag                INFO     ********************
2022-08-29 06:36:43.465 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-mcc/model.bin
2022-08-29 06:36:44.693 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 06:36:44.693 352:pos-tag                INFO     Num examples = 400
2022-08-29 06:36:44.693 353:pos-tag                INFO     Batch size = 32
2022-08-29 06:36:49.391 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 06:36:49.391 401:pos-tag                INFO     eval_acc = 0.1612
2022-08-29 06:36:49.391 401:pos-tag                INFO     eval_f1 = 0.0144
2022-08-29 06:36:49.391 401:pos-tag                INFO     eval_mcc = 0.0557
2022-08-29 06:36:49.392 401:pos-tag                INFO     eval_precision = 0.0394
2022-08-29 06:36:49.392 401:pos-tag                INFO     eval_recall = 0.0199
2022-08-29 06:36:49.392 293:pos-tag                INFO     ********************
2022-08-29 06:36:49.392 294:pos-tag                INFO     Best f1:0.0144
2022-08-29 06:36:49.392 295:pos-tag                INFO     ********************
2022-08-29 06:36:50.611 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-f1/model.bin
2022-08-29 06:36:50.611 315:pos-tag                INFO     ********************
2022-08-29 06:36:50.611 316:pos-tag                INFO     Best MCC:0.0557
2022-08-29 06:36:50.611 317:pos-tag                INFO     ********************
2022-08-29 06:36:51.461 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-mcc/model.bin
2022-08-29 06:36:52.679 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-29 06:36:52.680 352:pos-tag                INFO     Num examples = 400
2022-08-29 06:36:52.680 353:pos-tag                INFO     Batch size = 32
2022-08-29 06:36:57.371 399:pos-tag                INFO   ***** Eval results *****
2022-08-29 06:36:57.371 401:pos-tag                INFO     eval_acc = 0.1919
2022-08-29 06:36:57.371 401:pos-tag                INFO     eval_f1 = 0.02
2022-08-29 06:36:57.371 401:pos-tag                INFO     eval_mcc = 0.0857
2022-08-29 06:36:57.371 401:pos-tag                INFO     eval_precision = 0.0527
2022-08-29 06:36:57.371 401:pos-tag                INFO     eval_recall = 0.0228
2022-08-29 06:36:57.371 293:pos-tag                INFO     ********************
2022-08-29 06:36:57.371 294:pos-tag                INFO     Best f1:0.02
2022-08-29 06:36:57.371 295:pos-tag                INFO     ********************
2022-08-29 06:36:58.569 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/4/layer_3/checkpoint-best-f1/model.bin
2022-08-29 06:36:58.569 315:pos-tag                INFO     ********************
2022-08-29 06:36:58.569 316:pos-tag                INFO     Best MCC:0.0857
