2023-06-04 21:54:58.539 676:pos-tag                DEBUG  main message
2023-06-04 21:54:58.539 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 21:54:59.323 702:pos-tag                INFO   Load Dataset
2023-06-04 21:54:59.338 706:pos-tag                INFO   Num of Class 233
2023-06-04 21:55:03.197 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 21:55:03.198 746:pos-tag                INFO   pretrained the encoder
2023-06-04 21:55:06.507 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-04 21:55:06.507 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=3, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/1/layer_3', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-04 21:55:06.508 185:pos-tag                INFO   save steps 1
2023-06-04 21:55:08.490 224:pos-tag                INFO   ***** Running training *****
2023-06-04 21:55:08.491 225:pos-tag                INFO     Num examples = 880
2023-06-04 21:55:08.491 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 21:55:08.491 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-04 21:55:08.491 231:pos-tag                INFO     Total train batch size = 64
2023-06-04 21:55:08.492 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 21:55:08.492 238:pos-tag                INFO     Total optimization steps = 70
2023-06-04 21:55:10.147 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:10.149 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:10.149 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:13.078 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:13.078 408:pos-tag                INFO     eval_acc = 0.0028
2023-06-04 21:55:13.078 408:pos-tag                INFO     eval_f1 = 0.0029
2023-06-04 21:55:13.078 408:pos-tag                INFO     eval_mcc = -0.0025
2023-06-04 21:55:13.078 408:pos-tag                INFO     eval_precision = 0.0087
2023-06-04 21:55:13.079 408:pos-tag                INFO     eval_recall = 0.0022
2023-06-04 21:55:13.079 300:pos-tag                INFO     ********************
2023-06-04 21:55:13.079 301:pos-tag                INFO     Best f1:0.0029
2023-06-04 21:55:13.079 302:pos-tag                INFO     ********************
2023-06-04 21:55:14.740 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:15.273 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:15.273 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:15.273 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:17.708 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:17.709 408:pos-tag                INFO     eval_acc = 0.0034
2023-06-04 21:55:17.709 408:pos-tag                INFO     eval_f1 = 0.0035
2023-06-04 21:55:17.709 408:pos-tag                INFO     eval_mcc = -0.0023
2023-06-04 21:55:17.709 408:pos-tag                INFO     eval_precision = 0.009
2023-06-04 21:55:17.709 408:pos-tag                INFO     eval_recall = 0.0028
2023-06-04 21:55:17.709 300:pos-tag                INFO     ********************
2023-06-04 21:55:17.710 301:pos-tag                INFO     Best f1:0.0035
2023-06-04 21:55:17.710 302:pos-tag                INFO     ********************
2023-06-04 21:55:19.266 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:19.803 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:19.803 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:19.803 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:22.201 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:22.201 408:pos-tag                INFO     eval_acc = 0.0053
2023-06-04 21:55:22.201 408:pos-tag                INFO     eval_f1 = 0.0041
2023-06-04 21:55:22.202 408:pos-tag                INFO     eval_mcc = -0.0014
2023-06-04 21:55:22.202 408:pos-tag                INFO     eval_precision = 0.0092
2023-06-04 21:55:22.202 408:pos-tag                INFO     eval_recall = 0.0035
2023-06-04 21:55:22.202 300:pos-tag                INFO     ********************
2023-06-04 21:55:22.202 301:pos-tag                INFO     Best f1:0.0041
2023-06-04 21:55:22.202 302:pos-tag                INFO     ********************
2023-06-04 21:55:23.741 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:24.279 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:24.279 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:24.279 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:26.682 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:26.682 408:pos-tag                INFO     eval_acc = 0.0134
2023-06-04 21:55:26.682 408:pos-tag                INFO     eval_f1 = 0.0059
2023-06-04 21:55:26.682 408:pos-tag                INFO     eval_mcc = 0.0052
2023-06-04 21:55:26.683 408:pos-tag                INFO     eval_precision = 0.0102
2023-06-04 21:55:26.683 408:pos-tag                INFO     eval_recall = 0.0056
2023-06-04 21:55:26.683 300:pos-tag                INFO     ********************
2023-06-04 21:55:26.683 301:pos-tag                INFO     Best f1:0.0059
2023-06-04 21:55:26.683 302:pos-tag                INFO     ********************
2023-06-04 21:55:28.208 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:28.208 322:pos-tag                INFO     ********************
2023-06-04 21:55:28.208 323:pos-tag                INFO     Best MCC:0.0052
2023-06-04 21:55:28.208 324:pos-tag                INFO     ********************
2023-06-04 21:55:29.752 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-mcc/model.bin
2023-06-04 21:55:30.289 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:30.290 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:30.290 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:32.668 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:32.668 408:pos-tag                INFO     eval_acc = 0.0234
2023-06-04 21:55:32.668 408:pos-tag                INFO     eval_f1 = 0.0074
2023-06-04 21:55:32.668 408:pos-tag                INFO     eval_mcc = 0.0127
2023-06-04 21:55:32.668 408:pos-tag                INFO     eval_precision = 0.0114
2023-06-04 21:55:32.669 408:pos-tag                INFO     eval_recall = 0.0079
2023-06-04 21:55:32.669 300:pos-tag                INFO     ********************
2023-06-04 21:55:32.669 301:pos-tag                INFO     Best f1:0.0074
2023-06-04 21:55:32.669 302:pos-tag                INFO     ********************
2023-06-04 21:55:34.160 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:34.160 322:pos-tag                INFO     ********************
2023-06-04 21:55:34.161 323:pos-tag                INFO     Best MCC:0.0127
2023-06-04 21:55:34.161 324:pos-tag                INFO     ********************
2023-06-04 21:55:35.651 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-mcc/model.bin
2023-06-04 21:55:36.188 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:36.188 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:36.188 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:38.597 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:38.597 408:pos-tag                INFO     eval_acc = 0.0402
2023-06-04 21:55:38.597 408:pos-tag                INFO     eval_f1 = 0.0098
2023-06-04 21:55:38.597 408:pos-tag                INFO     eval_mcc = 0.0261
2023-06-04 21:55:38.598 408:pos-tag                INFO     eval_precision = 0.0144
2023-06-04 21:55:38.598 408:pos-tag                INFO     eval_recall = 0.0119
2023-06-04 21:55:38.598 300:pos-tag                INFO     ********************
2023-06-04 21:55:38.598 301:pos-tag                INFO     Best f1:0.0098
2023-06-04 21:55:38.598 302:pos-tag                INFO     ********************
2023-06-04 21:55:40.138 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:40.138 322:pos-tag                INFO     ********************
2023-06-04 21:55:40.139 323:pos-tag                INFO     Best MCC:0.0261
2023-06-04 21:55:40.139 324:pos-tag                INFO     ********************
2023-06-04 21:55:41.639 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-mcc/model.bin
2023-06-04 21:55:42.172 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:42.172 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:42.173 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:44.596 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:44.597 408:pos-tag                INFO     eval_acc = 0.0665
2023-06-04 21:55:44.597 408:pos-tag                INFO     eval_f1 = 0.0134
2023-06-04 21:55:44.597 408:pos-tag                INFO     eval_mcc = 0.0485
2023-06-04 21:55:44.597 408:pos-tag                INFO     eval_precision = 0.0172
2023-06-04 21:55:44.597 408:pos-tag                INFO     eval_recall = 0.0185
2023-06-04 21:55:44.598 300:pos-tag                INFO     ********************
2023-06-04 21:55:44.598 301:pos-tag                INFO     Best f1:0.0134
2023-06-04 21:55:44.598 302:pos-tag                INFO     ********************
2023-06-04 21:55:46.196 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:46.197 322:pos-tag                INFO     ********************
2023-06-04 21:55:46.197 323:pos-tag                INFO     Best MCC:0.0485
2023-06-04 21:55:46.197 324:pos-tag                INFO     ********************
2023-06-04 21:55:47.678 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-mcc/model.bin
2023-06-04 21:55:48.211 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:48.211 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:48.211 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:50.789 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:50.790 408:pos-tag                INFO     eval_acc = 0.1089
2023-06-04 21:55:50.790 408:pos-tag                INFO     eval_f1 = 0.0228
2023-06-04 21:55:50.790 408:pos-tag                INFO     eval_mcc = 0.0885
2023-06-04 21:55:50.790 408:pos-tag                INFO     eval_precision = 0.0297
2023-06-04 21:55:50.790 408:pos-tag                INFO     eval_recall = 0.0318
2023-06-04 21:55:50.790 300:pos-tag                INFO     ********************
2023-06-04 21:55:50.791 301:pos-tag                INFO     Best f1:0.0228
2023-06-04 21:55:50.791 302:pos-tag                INFO     ********************
2023-06-04 21:55:52.306 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:52.307 322:pos-tag                INFO     ********************
2023-06-04 21:55:52.307 323:pos-tag                INFO     Best MCC:0.0885
2023-06-04 21:55:52.308 324:pos-tag                INFO     ********************
2023-06-04 21:55:53.836 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-mcc/model.bin
2023-06-04 21:55:54.494 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:55:54.494 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:55:54.494 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:55:56.900 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:55:56.900 408:pos-tag                INFO     eval_acc = 0.1466
2023-06-04 21:55:56.900 408:pos-tag                INFO     eval_f1 = 0.0319
2023-06-04 21:55:56.901 408:pos-tag                INFO     eval_mcc = 0.1244
2023-06-04 21:55:56.901 408:pos-tag                INFO     eval_precision = 0.042
2023-06-04 21:55:56.901 408:pos-tag                INFO     eval_recall = 0.045
2023-06-04 21:55:56.901 300:pos-tag                INFO     ********************
2023-06-04 21:55:56.901 301:pos-tag                INFO     Best f1:0.0319
2023-06-04 21:55:56.901 302:pos-tag                INFO     ********************
2023-06-04 21:55:58.402 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:55:58.402 322:pos-tag                INFO     ********************
2023-06-04 21:55:58.402 323:pos-tag                INFO     Best MCC:0.1244
2023-06-04 21:55:58.403 324:pos-tag                INFO     ********************
2023-06-04 21:55:59.887 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-mcc/model.bin
2023-06-04 21:56:00.422 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:56:00.422 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:56:00.423 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:56:02.862 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:56:02.863 408:pos-tag                INFO     eval_acc = 0.1943
2023-06-04 21:56:02.863 408:pos-tag                INFO     eval_f1 = 0.0459
2023-06-04 21:56:02.863 408:pos-tag                INFO     eval_mcc = 0.1719
2023-06-04 21:56:02.863 408:pos-tag                INFO     eval_precision = 0.0593
2023-06-04 21:56:02.863 408:pos-tag                INFO     eval_recall = 0.061
2023-06-04 21:56:02.864 300:pos-tag                INFO     ********************
2023-06-04 21:56:02.864 301:pos-tag                INFO     Best f1:0.0459
2023-06-04 21:56:02.864 302:pos-tag                INFO     ********************
2023-06-04 21:56:04.372 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
2023-06-04 21:56:04.372 322:pos-tag                INFO     ********************
2023-06-04 21:56:04.373 323:pos-tag                INFO     Best MCC:0.1719
2023-06-04 21:56:04.373 324:pos-tag                INFO     ********************
2023-06-04 21:56:05.827 339:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-mcc/model.bin
2023-06-04 21:56:06.371 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 21:56:06.371 359:pos-tag                INFO     Num examples = 293
2023-06-04 21:56:06.371 360:pos-tag                INFO     Batch size = 32
2023-06-04 21:56:08.791 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 21:56:08.791 408:pos-tag                INFO     eval_acc = 0.2544
2023-06-04 21:56:08.791 408:pos-tag                INFO     eval_f1 = 0.0678
2023-06-04 21:56:08.791 408:pos-tag                INFO     eval_mcc = 0.2334
2023-06-04 21:56:08.792 408:pos-tag                INFO     eval_precision = 0.0939
2023-06-04 21:56:08.792 408:pos-tag                INFO     eval_recall = 0.0838
2023-06-04 21:56:08.792 300:pos-tag                INFO     ********************
2023-06-04 21:56:08.792 301:pos-tag                INFO     Best f1:0.0678
2023-06-04 21:56:08.792 302:pos-tag                INFO     ********************
2023-06-04 21:56:10.265 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_3/checkpoint-best-f1/model.bin
