2022-08-28 11:41:31.008 669:pos-tag                DEBUG  main message
2022-08-28 11:41:31.008 675:pos-tag                WARNING device: cuda, n_gpu: 1
2022-08-28 11:41:34.187 690:pos-tag                INFO   Load Dataset
2022-08-28 11:41:34.188 694:pos-tag                INFO   Num of Class 145
2022-08-28 11:41:35.678 714:pos-tag                INFO   Finishing loading Dataset
2022-08-28 11:41:35.678 718:pos-tag                INFO   Random Initialize the encoder
2022-08-28 11:41:36.939 733:pos-tag                INFO   Probimg Model Parameters 111505
2022-08-28 11:41:36.939 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/codebert-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=2, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codebert', model_name_or_path='microsoft/codebert-base', n_gpu=1, output_dir='./pos_res_java/random/saved_codebertmodels/2/layer_2', posratio=0.5, seed=926, token_config='microsoft/codebert-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2022-08-28 11:41:36.939 178:pos-tag                INFO   save steps 2
2022-08-28 11:41:37.861 217:pos-tag                INFO   ***** Running training *****
2022-08-28 11:41:37.862 218:pos-tag                INFO     Num examples = 880
2022-08-28 11:41:37.862 219:pos-tag                INFO     Num Epochs = 5
2022-08-28 11:41:37.862 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2022-08-28 11:41:37.862 224:pos-tag                INFO     Total train batch size = 32
2022-08-28 11:41:37.862 228:pos-tag                INFO     Gradient Accumulation steps = 1
2022-08-28 11:41:37.862 231:pos-tag                INFO     Total optimization steps = 140
2022-08-28 11:41:39.033 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-28 11:41:39.033 352:pos-tag                INFO     Num examples = 293
2022-08-28 11:41:39.034 353:pos-tag                INFO     Batch size = 32
2022-08-28 11:41:42.411 399:pos-tag                INFO   ***** Eval results *****
