2022-08-27 23:13:46.965 669:pos-tag                DEBUG  main message
2022-08-27 23:13:46.965 675:pos-tag                WARNING device: cuda, n_gpu: 1
2022-08-27 23:13:50.154 690:pos-tag                INFO   Load Dataset
2022-08-27 23:13:50.154 694:pos-tag                INFO   Num of Class 133
2022-08-27 23:13:53.210 714:pos-tag                INFO   Finishing loading Dataset
2022-08-27 23:13:53.211 718:pos-tag                INFO   Random Initialize the encoder
2022-08-27 23:13:54.460 733:pos-tag                INFO   Probimg Model Parameters 102277
2022-08-27 23:13:54.460 734:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/codebert-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=7, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codebert', model_name_or_path='microsoft/codebert-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_codebertmodels/1/layer_7', posratio=0.5, seed=353, token_config='microsoft/codebert-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2022-08-27 23:13:54.460 178:pos-tag                INFO   save steps 3
2022-08-27 23:13:55.379 217:pos-tag                INFO   ***** Running training *****
2022-08-27 23:13:55.379 218:pos-tag                INFO     Num examples = 1200
2022-08-27 23:13:55.379 219:pos-tag                INFO     Num Epochs = 5
2022-08-27 23:13:55.379 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2022-08-27 23:13:55.379 224:pos-tag                INFO     Total train batch size = 32
2022-08-27 23:13:55.379 228:pos-tag                INFO     Gradient Accumulation steps = 1
2022-08-27 23:13:55.379 231:pos-tag                INFO     Total optimization steps = 190
2022-08-27 23:13:56.976 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-27 23:13:56.976 352:pos-tag                INFO     Num examples = 400
2022-08-27 23:13:56.976 353:pos-tag                INFO     Batch size = 32
2022-08-27 23:14:01.690 399:pos-tag                INFO   ***** Eval results *****
2022-08-27 23:14:01.691 401:pos-tag                INFO     eval_acc = 0.0027
2022-08-27 23:14:01.691 401:pos-tag                INFO     eval_f1 = 0.0007
2022-08-27 23:14:01.691 401:pos-tag                INFO     eval_mcc = -0.0013
2022-08-27 23:14:01.691 401:pos-tag                INFO     eval_precision = 0.0024
2022-08-27 23:14:01.691 401:pos-tag                INFO     eval_recall = 0.0016
2022-08-27 23:14:01.691 293:pos-tag                INFO     ********************
2022-08-27 23:14:01.691 294:pos-tag                INFO     Best f1:0.0007
2022-08-27 23:14:01.691 295:pos-tag                INFO     ********************
2022-08-27 23:14:02.287 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/1/layer_7/checkpoint-best-f1/model.bin
2022-08-27 23:14:03.494 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-27 23:14:03.494 352:pos-tag                INFO     Num examples = 400
2022-08-27 23:14:03.494 353:pos-tag                INFO     Batch size = 32
2022-08-27 23:14:08.213 399:pos-tag                INFO   ***** Eval results *****
2022-08-27 23:14:08.214 401:pos-tag                INFO     eval_acc = 0.0113
2022-08-27 23:14:08.214 401:pos-tag                INFO     eval_f1 = 0.0018
2022-08-27 23:14:08.214 401:pos-tag                INFO     eval_mcc = -0.0015
2022-08-27 23:14:08.214 401:pos-tag                INFO     eval_precision = 0.0045
2022-08-27 23:14:08.214 401:pos-tag                INFO     eval_recall = 0.0026
2022-08-27 23:14:08.214 293:pos-tag                INFO     ********************
2022-08-27 23:14:08.214 294:pos-tag                INFO     Best f1:0.0018
2022-08-27 23:14:08.214 295:pos-tag                INFO     ********************
2022-08-27 23:14:09.402 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/1/layer_7/checkpoint-best-f1/model.bin
2022-08-27 23:14:10.616 351:pos-tag                INFO   ***** Running evaluation *****
2022-08-27 23:14:10.616 352:pos-tag                INFO     Num examples = 400
2022-08-27 23:14:10.616 353:pos-tag                INFO     Batch size = 32
2022-08-27 23:14:15.340 399:pos-tag                INFO   ***** Eval results *****
2022-08-27 23:14:15.340 401:pos-tag                INFO     eval_acc = 0.0474
2022-08-27 23:14:15.340 401:pos-tag                INFO     eval_f1 = 0.0046
2022-08-27 23:14:15.340 401:pos-tag                INFO     eval_mcc = -0.0001
2022-08-27 23:14:15.340 401:pos-tag                INFO     eval_precision = 0.009
2022-08-27 23:14:15.340 401:pos-tag                INFO     eval_recall = 0.0065
2022-08-27 23:14:15.340 293:pos-tag                INFO     ********************
2022-08-27 23:14:15.340 294:pos-tag                INFO     Best f1:0.0046
2022-08-27 23:14:15.340 295:pos-tag                INFO     ********************
2022-08-27 23:14:16.218 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codebertmodels/1/layer_7/checkpoint-best-f1/model.bin
