2023-05-27 05:00:33.050 669:pos-tag                DEBUG  main message
2023-05-27 05:00:33.050 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-27 05:00:33.810 695:pos-tag                INFO   Load Dataset
2023-05-27 05:00:33.812 699:pos-tag                INFO   Num of Class 233
2023-05-27 05:00:36.458 719:pos-tag                INFO   Finishing loading Dataset
2023-05-27 05:00:36.459 724:pos-tag                INFO   Random Initialize the encoder
2023-05-27 05:00:40.014 755:pos-tag                INFO   Probimg Model Parameters 179177
2023-05-27 05:00:40.015 756:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='Salesforce/codet5-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=3, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codet5', model_name_or_path='Salesforce/codet5-base', n_gpu=1, output_dir='./pos_res_java/random/saved_codet5models/1/layer_3', posratio=0.5, seed=179, token_config='Salesforce/codet5-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-05-27 05:00:40.016 178:pos-tag                INFO   save steps 2
2023-05-27 05:00:41.859 217:pos-tag                INFO   ***** Running training *****
2023-05-27 05:00:41.860 218:pos-tag                INFO     Num examples = 880
2023-05-27 05:00:41.860 219:pos-tag                INFO     Num Epochs = 5
2023-05-27 05:00:41.860 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-05-27 05:00:41.860 224:pos-tag                INFO     Total train batch size = 32
2023-05-27 05:00:41.860 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-27 05:00:41.860 231:pos-tag                INFO     Total optimization steps = 140
2023-05-27 05:00:44.149 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 05:00:44.150 352:pos-tag                INFO     Num examples = 293
2023-05-27 05:00:44.150 353:pos-tag                INFO     Batch size = 32
2023-05-27 05:00:50.966 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 05:00:50.966 401:pos-tag                INFO     eval_acc = 0.0117
2023-05-27 05:00:50.966 401:pos-tag                INFO     eval_f1 = 0.0011
2023-05-27 05:00:50.967 401:pos-tag                INFO     eval_mcc = 0.0004
2023-05-27 05:00:50.967 401:pos-tag                INFO     eval_precision = 0.0053
2023-05-27 05:00:50.967 401:pos-tag                INFO     eval_recall = 0.0021
2023-05-27 05:00:50.967 293:pos-tag                INFO     ********************
2023-05-27 05:00:50.967 294:pos-tag                INFO     Best f1:0.0011
2023-05-27 05:00:50.967 295:pos-tag                INFO     ********************
2023-05-27 05:00:52.986 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/1/layer_3/checkpoint-best-f1/model.bin
2023-05-27 05:00:52.987 315:pos-tag                INFO     ********************
2023-05-27 05:00:52.987 316:pos-tag                INFO     Best MCC:0.0004
2023-05-27 05:00:52.987 317:pos-tag                INFO     ********************
2023-05-27 05:00:55.002 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/1/layer_3/checkpoint-best-mcc/model.bin
2023-05-27 05:00:56.542 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 05:00:56.542 352:pos-tag                INFO     Num examples = 293
2023-05-27 05:00:56.543 353:pos-tag                INFO     Batch size = 32
2023-05-27 05:01:03.026 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 05:01:03.028 401:pos-tag                INFO     eval_acc = 0.014
2023-05-27 05:01:03.028 401:pos-tag                INFO     eval_f1 = 0.0012
2023-05-27 05:01:03.028 401:pos-tag                INFO     eval_mcc = -0.0011
2023-05-27 05:01:03.028 401:pos-tag                INFO     eval_precision = 0.0059
2023-05-27 05:01:03.028 401:pos-tag                INFO     eval_recall = 0.0023
2023-05-27 05:01:03.028 293:pos-tag                INFO     ********************
2023-05-27 05:01:03.028 294:pos-tag                INFO     Best f1:0.0012
2023-05-27 05:01:03.028 295:pos-tag                INFO     ********************
2023-05-27 05:01:05.114 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/1/layer_3/checkpoint-best-f1/model.bin
2023-05-27 05:01:06.662 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 05:01:06.662 352:pos-tag                INFO     Num examples = 293
2023-05-27 05:01:06.662 353:pos-tag                INFO     Batch size = 32
2023-05-27 05:01:13.163 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 05:01:13.163 401:pos-tag                INFO     eval_acc = 0.0196
2023-05-27 05:01:13.163 401:pos-tag                INFO     eval_f1 = 0.0017
2023-05-27 05:01:13.163 401:pos-tag                INFO     eval_mcc = -0.0017
2023-05-27 05:01:13.164 401:pos-tag                INFO     eval_precision = 0.0047
2023-05-27 05:01:13.164 401:pos-tag                INFO     eval_recall = 0.0028
2023-05-27 05:01:13.164 293:pos-tag                INFO     ********************
2023-05-27 05:01:13.164 294:pos-tag                INFO     Best f1:0.0017
2023-05-27 05:01:13.164 295:pos-tag                INFO     ********************
2023-05-27 05:01:15.263 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/1/layer_3/checkpoint-best-f1/model.bin
2023-05-27 05:01:16.819 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 05:01:16.820 352:pos-tag                INFO     Num examples = 293
2023-05-27 05:01:16.820 353:pos-tag                INFO     Batch size = 32
2023-05-27 05:01:23.379 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 05:01:23.379 401:pos-tag                INFO     eval_acc = 0.0302
2023-05-27 05:01:23.380 401:pos-tag                INFO     eval_f1 = 0.0027
2023-05-27 05:01:23.380 401:pos-tag                INFO     eval_mcc = -0.0038
2023-05-27 05:01:23.380 401:pos-tag                INFO     eval_precision = 0.0111
2023-05-27 05:01:23.380 401:pos-tag                INFO     eval_recall = 0.0053
2023-05-27 05:01:23.380 293:pos-tag                INFO     ********************
2023-05-27 05:01:23.380 294:pos-tag                INFO     Best f1:0.0027
2023-05-27 05:01:23.380 295:pos-tag                INFO     ********************
2023-05-27 05:01:25.520 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/random/saved_codet5models/1/layer_3/checkpoint-best-f1/model.bin
