2023-05-27 09:01:25.205 669:pos-tag                DEBUG  main message
2023-05-27 09:01:25.205 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-27 09:01:25.959 695:pos-tag                INFO   Load Dataset
2023-05-27 09:01:25.961 699:pos-tag                INFO   Num of Class 229
2023-05-27 09:01:36.425 719:pos-tag                INFO   Finishing loading Dataset
2023-05-27 09:01:36.428 724:pos-tag                INFO   Random Initialize the encoder
2023-05-27 09:01:43.491 755:pos-tag                INFO   Probimg Model Parameters 176101
2023-05-27 09:01:43.492 756:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='Salesforce/codet5-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=11, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codet5', model_name_or_path='Salesforce/codet5-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_codet5models/2/layer_11', posratio=0.5, seed=317, token_config='Salesforce/codet5-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-05-27 09:01:43.494 178:pos-tag                INFO   save steps 3
2023-05-27 09:01:46.707 217:pos-tag                INFO   ***** Running training *****
2023-05-27 09:01:46.707 218:pos-tag                INFO     Num examples = 1200
2023-05-27 09:01:46.708 219:pos-tag                INFO     Num Epochs = 5
2023-05-27 09:01:46.708 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-05-27 09:01:46.708 224:pos-tag                INFO     Total train batch size = 32
2023-05-27 09:01:46.708 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-27 09:01:46.708 231:pos-tag                INFO     Total optimization steps = 190
2023-05-27 09:01:51.048 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 09:01:51.049 352:pos-tag                INFO     Num examples = 400
2023-05-27 09:01:51.050 353:pos-tag                INFO     Batch size = 32
2023-05-27 09:02:02.365 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 09:02:02.365 401:pos-tag                INFO     eval_acc = 0.0179
2023-05-27 09:02:02.366 401:pos-tag                INFO     eval_f1 = 0.0014
2023-05-27 09:02:02.366 401:pos-tag                INFO     eval_mcc = 0.0073
2023-05-27 09:02:02.366 401:pos-tag                INFO     eval_precision = 0.004
2023-05-27 09:02:02.366 401:pos-tag                INFO     eval_recall = 0.0012
2023-05-27 09:02:02.366 293:pos-tag                INFO     ********************
2023-05-27 09:02:02.366 294:pos-tag                INFO     Best f1:0.0014
2023-05-27 09:02:02.367 295:pos-tag                INFO     ********************
2023-05-27 09:02:05.021 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/2/layer_11/checkpoint-best-f1/model.bin
2023-05-27 09:02:05.022 315:pos-tag                INFO     ********************
2023-05-27 09:02:05.022 316:pos-tag                INFO     Best MCC:0.0073
2023-05-27 09:02:05.022 317:pos-tag                INFO     ********************
2023-05-27 09:02:07.835 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/2/layer_11/checkpoint-best-mcc/model.bin
2023-05-27 09:02:10.573 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 09:02:10.574 352:pos-tag                INFO     Num examples = 400
2023-05-27 09:02:10.574 353:pos-tag                INFO     Batch size = 32
2023-05-27 09:02:21.226 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 09:02:21.226 401:pos-tag                INFO     eval_acc = 0.0475
2023-05-27 09:02:21.226 401:pos-tag                INFO     eval_f1 = 0.0032
2023-05-27 09:02:21.227 401:pos-tag                INFO     eval_mcc = 0.0162
2023-05-27 09:02:21.227 401:pos-tag                INFO     eval_precision = 0.0053
2023-05-27 09:02:21.227 401:pos-tag                INFO     eval_recall = 0.0031
2023-05-27 09:02:21.227 293:pos-tag                INFO     ********************
2023-05-27 09:02:21.227 294:pos-tag                INFO     Best f1:0.0032
2023-05-27 09:02:21.228 295:pos-tag                INFO     ********************
2023-05-27 09:02:24.341 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/2/layer_11/checkpoint-best-f1/model.bin
