2023-05-27 07:50:04.351 669:pos-tag                DEBUG  main message
2023-05-27 07:50:04.352 675:pos-tag                WARNING device: cuda, n_gpu: 1
2023-05-27 07:50:05.003 695:pos-tag                INFO   Load Dataset
2023-05-27 07:50:05.004 699:pos-tag                INFO   Num of Class 229
2023-05-27 07:50:10.516 719:pos-tag                INFO   Finishing loading Dataset
2023-05-27 07:50:10.517 724:pos-tag                INFO   Random Initialize the encoder
2023-05-27 07:50:14.335 755:pos-tag                INFO   Probimg Model Parameters 176101
2023-05-27 07:50:14.335 756:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='Salesforce/codet5-base', data_folder='../datasets/poj-104/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=True, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=0, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='codet5', model_name_or_path='Salesforce/codet5-base', n_gpu=1, output_dir='./pos_res_poj/random/saved_codet5models/1/layer_0', posratio=0.5, seed=179, token_config='Salesforce/codet5-base', train_batch_size=32, warmup_steps=0, weight_decay=0.0)
2023-05-27 07:50:14.336 178:pos-tag                INFO   save steps 3
2023-05-27 07:50:16.399 217:pos-tag                INFO   ***** Running training *****
2023-05-27 07:50:16.399 218:pos-tag                INFO     Num examples = 1200
2023-05-27 07:50:16.399 219:pos-tag                INFO     Num Epochs = 5
2023-05-27 07:50:16.399 220:pos-tag                INFO     Instantaneous batch size per GPU = 32
2023-05-27 07:50:16.399 224:pos-tag                INFO     Total train batch size = 32
2023-05-27 07:50:16.399 228:pos-tag                INFO     Gradient Accumulation steps = 1
2023-05-27 07:50:16.400 231:pos-tag                INFO     Total optimization steps = 190
2023-05-27 07:50:19.985 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 07:50:19.985 352:pos-tag                INFO     Num examples = 400
2023-05-27 07:50:19.985 353:pos-tag                INFO     Batch size = 32
2023-05-27 07:50:31.155 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 07:50:31.156 401:pos-tag                INFO     eval_acc = 0.0071
2023-05-27 07:50:31.156 401:pos-tag                INFO     eval_f1 = 0.0015
2023-05-27 07:50:31.156 401:pos-tag                INFO     eval_mcc = 0.0047
2023-05-27 07:50:31.156 401:pos-tag                INFO     eval_precision = 0.0056
2023-05-27 07:50:31.156 401:pos-tag                INFO     eval_recall = 0.0016
2023-05-27 07:50:31.156 293:pos-tag                INFO     ********************
2023-05-27 07:50:31.157 294:pos-tag                INFO     Best f1:0.0015
2023-05-27 07:50:31.157 295:pos-tag                INFO     ********************
2023-05-27 07:50:33.266 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-f1/model.bin
2023-05-27 07:50:33.266 315:pos-tag                INFO     ********************
2023-05-27 07:50:33.267 316:pos-tag                INFO     Best MCC:0.0047
2023-05-27 07:50:33.267 317:pos-tag                INFO     ********************
2023-05-27 07:50:35.459 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-mcc/model.bin
2023-05-27 07:50:38.732 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 07:50:38.733 352:pos-tag                INFO     Num examples = 400
2023-05-27 07:50:38.733 353:pos-tag                INFO     Batch size = 32
2023-05-27 07:50:49.801 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 07:50:49.802 401:pos-tag                INFO     eval_acc = 0.0072
2023-05-27 07:50:49.802 401:pos-tag                INFO     eval_f1 = 0.0015
2023-05-27 07:50:49.802 401:pos-tag                INFO     eval_mcc = 0.0017
2023-05-27 07:50:49.802 401:pos-tag                INFO     eval_precision = 0.0055
2023-05-27 07:50:49.802 401:pos-tag                INFO     eval_recall = 0.0017
2023-05-27 07:50:49.802 293:pos-tag                INFO     ********************
2023-05-27 07:50:49.802 294:pos-tag                INFO     Best f1:0.0015
2023-05-27 07:50:49.802 295:pos-tag                INFO     ********************
2023-05-27 07:50:52.266 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-f1/model.bin
2023-05-27 07:50:55.075 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 07:50:55.075 352:pos-tag                INFO     Num examples = 400
2023-05-27 07:50:55.075 353:pos-tag                INFO     Batch size = 32
2023-05-27 07:51:06.378 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 07:51:06.378 401:pos-tag                INFO     eval_acc = 0.0568
2023-05-27 07:51:06.378 401:pos-tag                INFO     eval_f1 = 0.01
2023-05-27 07:51:06.379 401:pos-tag                INFO     eval_mcc = 0.0479
2023-05-27 07:51:06.379 401:pos-tag                INFO     eval_precision = 0.0136
2023-05-27 07:51:06.379 401:pos-tag                INFO     eval_recall = 0.0122
2023-05-27 07:51:06.379 293:pos-tag                INFO     ********************
2023-05-27 07:51:06.379 294:pos-tag                INFO     Best f1:0.01
2023-05-27 07:51:06.379 295:pos-tag                INFO     ********************
2023-05-27 07:51:08.792 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-f1/model.bin
2023-05-27 07:51:08.792 315:pos-tag                INFO     ********************
2023-05-27 07:51:08.793 316:pos-tag                INFO     Best MCC:0.0479
2023-05-27 07:51:08.793 317:pos-tag                INFO     ********************
2023-05-27 07:51:11.733 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-mcc/model.bin
2023-05-27 07:51:14.554 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 07:51:14.554 352:pos-tag                INFO     Num examples = 400
2023-05-27 07:51:14.554 353:pos-tag                INFO     Batch size = 32
2023-05-27 07:51:25.585 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 07:51:25.585 401:pos-tag                INFO     eval_acc = 0.2123
2023-05-27 07:51:25.585 401:pos-tag                INFO     eval_f1 = 0.0293
2023-05-27 07:51:25.585 401:pos-tag                INFO     eval_mcc = 0.1988
2023-05-27 07:51:25.586 401:pos-tag                INFO     eval_precision = 0.035
2023-05-27 07:51:25.586 401:pos-tag                INFO     eval_recall = 0.0318
2023-05-27 07:51:25.586 293:pos-tag                INFO     ********************
2023-05-27 07:51:25.586 294:pos-tag                INFO     Best f1:0.0293
2023-05-27 07:51:25.586 295:pos-tag                INFO     ********************
2023-05-27 07:51:28.018 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-f1/model.bin
2023-05-27 07:51:28.019 315:pos-tag                INFO     ********************
2023-05-27 07:51:28.020 316:pos-tag                INFO     Best MCC:0.1988
2023-05-27 07:51:28.020 317:pos-tag                INFO     ********************
2023-05-27 07:51:30.942 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-mcc/model.bin
2023-05-27 07:51:33.994 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 07:51:33.995 352:pos-tag                INFO     Num examples = 400
2023-05-27 07:51:33.995 353:pos-tag                INFO     Batch size = 32
2023-05-27 07:51:45.145 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 07:51:45.145 401:pos-tag                INFO     eval_acc = 0.3106
2023-05-27 07:51:45.146 401:pos-tag                INFO     eval_f1 = 0.0588
2023-05-27 07:51:45.146 401:pos-tag                INFO     eval_mcc = 0.2958
2023-05-27 07:51:45.146 401:pos-tag                INFO     eval_precision = 0.0607
2023-05-27 07:51:45.146 401:pos-tag                INFO     eval_recall = 0.0717
2023-05-27 07:51:45.146 293:pos-tag                INFO     ********************
2023-05-27 07:51:45.146 294:pos-tag                INFO     Best f1:0.0588
2023-05-27 07:51:45.146 295:pos-tag                INFO     ********************
2023-05-27 07:51:47.763 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-f1/model.bin
2023-05-27 07:51:47.764 315:pos-tag                INFO     ********************
2023-05-27 07:51:47.764 316:pos-tag                INFO     Best MCC:0.2958
2023-05-27 07:51:47.765 317:pos-tag                INFO     ********************
2023-05-27 07:51:50.338 332:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-mcc/model.bin
2023-05-27 07:51:53.116 351:pos-tag                INFO   ***** Running evaluation *****
2023-05-27 07:51:53.116 352:pos-tag                INFO     Num examples = 400
2023-05-27 07:51:53.116 353:pos-tag                INFO     Batch size = 32
2023-05-27 07:52:04.295 399:pos-tag                INFO   ***** Eval results *****
2023-05-27 07:52:04.296 401:pos-tag                INFO     eval_acc = 0.3431
2023-05-27 07:52:04.296 401:pos-tag                INFO     eval_f1 = 0.0745
2023-05-27 07:52:04.296 401:pos-tag                INFO     eval_mcc = 0.3291
2023-05-27 07:52:04.296 401:pos-tag                INFO     eval_precision = 0.0818
2023-05-27 07:52:04.296 401:pos-tag                INFO     eval_recall = 0.0904
2023-05-27 07:52:04.296 293:pos-tag                INFO     ********************
2023-05-27 07:52:04.296 294:pos-tag                INFO     Best f1:0.0745
2023-05-27 07:52:04.297 295:pos-tag                INFO     ********************
2023-05-27 07:52:06.726 310:pos-tag                INFO   Saving model checkpoint to ./pos_res_poj/random/saved_codet5models/1/layer_0/checkpoint-best-f1/model.bin
2023-05-27 07:52:06.726 315:pos-tag                INFO     ********************
2023-05-27 07:52:06.727 316:pos-tag                INFO     Best MCC:0.3291
2023-05-27 07:52:06.727 317:pos-tag                INFO     ********************
