2023-06-04 16:56:48.952 676:pos-tag                DEBUG  main message
2023-06-04 16:56:48.952 682:pos-tag                WARNING device: cuda, n_gpu: 1
2023-06-04 16:56:49.721 702:pos-tag                INFO   Load Dataset
2023-06-04 16:56:49.723 706:pos-tag                INFO   Num of Class 233
2023-06-04 16:56:53.459 729:pos-tag                INFO   Finishing loading Dataset
2023-06-04 16:56:53.459 746:pos-tag                INFO   pretrained the encoder
2023-06-04 16:57:48.640 765:pos-tag                INFO   Probimg Model Parameters 179177
2023-06-04 16:57:48.641 766:pos-tag                INFO   Training/evaluation parameters Namespace(adam_epsilon=1e-08, config_name='microsoft/unixcoder-base', data_folder='../datasets/java250/postag/', dataset='postag', debug=False, device=device(type='cuda'), do_eval=True, do_random=False, do_test=True, do_train=True, epochs=5, eval_batch_size=32, evaluate_during_training=False, gradient_accumulation_steps=1, graph_type='ast', layer=12, learning_rate=0.001, max_code_length=512, max_grad_norm=1.0, max_steps=-1, model_name='unixcoder', model_name_or_path='microsoft/unixcoder-base', n_gpu=1, output_dir='./pos_res_java/plm/saved_unixcodermodels/1/layer_12', posratio=0.5, seed=933, token_config='microsoft/unixcoder-base', train_batch_size=64, warmup_steps=0, weight_decay=0.0)
2023-06-04 16:57:48.642 185:pos-tag                INFO   save steps 1
2023-06-04 16:57:50.558 224:pos-tag                INFO   ***** Running training *****
2023-06-04 16:57:50.559 225:pos-tag                INFO     Num examples = 880
2023-06-04 16:57:50.559 226:pos-tag                INFO     Num Epochs = 5
2023-06-04 16:57:50.559 227:pos-tag                INFO     Instantaneous batch size per GPU = 64
2023-06-04 16:57:50.559 231:pos-tag                INFO     Total train batch size = 64
2023-06-04 16:57:50.559 235:pos-tag                INFO     Gradient Accumulation steps = 1
2023-06-04 16:57:50.560 238:pos-tag                INFO     Total optimization steps = 70
2023-06-04 16:57:52.104 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 16:57:52.104 359:pos-tag                INFO     Num examples = 293
2023-06-04 16:57:52.105 360:pos-tag                INFO     Batch size = 32
2023-06-04 16:57:54.992 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 16:57:54.992 408:pos-tag                INFO     eval_acc = 0.0036
2023-06-04 16:57:54.993 408:pos-tag                INFO     eval_f1 = 0.0007
2023-06-04 16:57:54.993 408:pos-tag                INFO     eval_mcc = -0.0004
2023-06-04 16:57:54.993 408:pos-tag                INFO     eval_precision = 0.003
2023-06-04 16:57:54.993 408:pos-tag                INFO     eval_recall = 0.0008
2023-06-04 16:57:54.993 300:pos-tag                INFO     ********************
2023-06-04 16:57:54.994 301:pos-tag                INFO     Best f1:0.0007
2023-06-04 16:57:54.994 302:pos-tag                INFO     ********************
2023-06-04 16:57:56.450 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_12/checkpoint-best-f1/model.bin
2023-06-04 16:57:56.962 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 16:57:56.962 359:pos-tag                INFO     Num examples = 293
2023-06-04 16:57:56.963 360:pos-tag                INFO     Batch size = 32
2023-06-04 16:57:59.284 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 16:57:59.285 408:pos-tag                INFO     eval_acc = 0.0043
2023-06-04 16:57:59.285 408:pos-tag                INFO     eval_f1 = 0.0008
2023-06-04 16:57:59.285 408:pos-tag                INFO     eval_mcc = -0.0004
2023-06-04 16:57:59.285 408:pos-tag                INFO     eval_precision = 0.003
2023-06-04 16:57:59.285 408:pos-tag                INFO     eval_recall = 0.0009
2023-06-04 16:57:59.286 300:pos-tag                INFO     ********************
2023-06-04 16:57:59.286 301:pos-tag                INFO     Best f1:0.0008
2023-06-04 16:57:59.286 302:pos-tag                INFO     ********************
2023-06-04 16:58:01.076 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_12/checkpoint-best-f1/model.bin
2023-06-04 16:58:01.592 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 16:58:01.592 359:pos-tag                INFO     Num examples = 293
2023-06-04 16:58:01.592 360:pos-tag                INFO     Batch size = 32
2023-06-04 16:58:03.895 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 16:58:03.896 408:pos-tag                INFO     eval_acc = 0.0063
2023-06-04 16:58:03.896 408:pos-tag                INFO     eval_f1 = 0.0011
2023-06-04 16:58:03.896 408:pos-tag                INFO     eval_mcc = -0.0002
2023-06-04 16:58:03.896 408:pos-tag                INFO     eval_precision = 0.0036
2023-06-04 16:58:03.896 408:pos-tag                INFO     eval_recall = 0.0011
2023-06-04 16:58:03.897 300:pos-tag                INFO     ********************
2023-06-04 16:58:03.897 301:pos-tag                INFO     Best f1:0.0011
2023-06-04 16:58:03.897 302:pos-tag                INFO     ********************
2023-06-04 16:58:05.483 317:pos-tag                INFO   Saving model checkpoint to ./pos_res_java/plm/saved_unixcodermodels/1/layer_12/checkpoint-best-f1/model.bin
2023-06-04 16:58:05.996 358:pos-tag                INFO   ***** Running evaluation *****
2023-06-04 16:58:05.996 359:pos-tag                INFO     Num examples = 293
2023-06-04 16:58:05.996 360:pos-tag                INFO     Batch size = 32
2023-06-04 16:58:08.252 406:pos-tag                INFO   ***** Eval results *****
2023-06-04 16:58:08.252 408:pos-tag                INFO     eval_acc = 0.0103
2023-06-04 16:58:08.252 408:pos-tag                INFO     eval_f1 = 0.0017
2023-06-04 16:58:08.253 408:pos-tag                INFO     eval_mcc = 0.0003
